age	mass	temperature	gravity	luminosity	Mv	Mr	Mi	Mj	Mh	Mk	Ml	Mm	metallicity	cloud	y	l_mix
0.050118723	0.3	3414	4.684	-1.69	10.8	9.83	8.52	7.06	6.48	6.21	5.94	6.07	0	nc	0.275	1
0.050118723	0.35	3458	4.676	-1.59	10.49	9.54	8.25	6.83	6.24	5.99	5.73	5.86	0	nc	0.275	1
0.050118723	0.4	3501	4.664	-1.5	10.2	9.26	8	6.61	6.02	5.78	5.53	5.66	0	nc	0.275	1
0.050118723	0.45	3536	4.653	-1.42	9.95	9.03	7.79	6.42	5.83	5.6	5.36	5.5	0	nc	0.275	1
0.050118723	0.5	3578	4.64	-1.34	9.69	8.79	7.57	6.23	5.64	5.41	5.19	5.33	0	nc	0.275	1
0.050118723	0.57	3668	4.618	-1.22	9.28	8.4	7.24	5.96	5.35	5.14	4.95	5.1	0	nc	0.275	1
0.050118723	0.6	3720	4.605	-1.16	9.06	8.2	7.07	5.82	5.2	5.01	4.84	5	0	nc	0.275	1
0.050118723	0.62	3763	4.596	-1.12	8.91	8.05	6.95	5.72	5.1	4.91	4.76	4.92	0	nc	0.275	1
0.050118723	0.7	3987	4.547	-0.91	8.13	7.33	6.4	5.28	4.62	4.49	4.42	4.6	0	nc	0.275	1
0.050118723	0.75	4224	4.511	-0.75	7.43	6.67	5.92	4.94	4.32	4.22	4.18	4.37	0	nc	0.275	1
0.050118723	0.8	4515	4.477	-0.57	6.69	5.99	5.43	4.61	4.05	3.98	3.96	4.13	0	nc	0.275	1
0.050118723	0.85	4825	4.443	-0.39	6.03	5.43	4.97	4.27	3.8	3.74	3.73	3.87	0	nc	0.275	1
0.050118723	0.9	5010	4.482	-0.34	5.82	5.27	4.84	4.2	3.78	3.72	3.71	3.84	0	nc	0.275	1
0.050118723	0.95	5122	4.484	-0.28	5.62	5.1	4.69	4.09	3.69	3.64	3.63	3.75	0	nc	0.275	1
0.050118723	1	5270	4.461	-0.19	5.33	4.85	4.46	3.9	3.53	3.49	3.49	3.59	0	nc	0.275	1
0.050118723	1.05	5398	4.43	-0.1	5.06	4.6	4.23	3.71	3.37	3.33	3.33	3.43	0	nc	0.275	1
0.050118723	1.1	5520	4.394	0	4.79	4.36	4.01	3.51	3.19	3.16	3.16	3.25	0	nc	0.275	1
0.050118723	1.15	5656	4.359	0.1	4.53	4.12	3.78	3.32	3.02	2.99	3	3.08	0	nc	0.275	1
0.050118723	1.2	5810	4.327	0.19	4.26	3.88	3.56	3.13	2.86	2.83	2.84	2.91	0	nc	0.275	1
0.063095734	0.02	1725	4.502	-3.87	23.36	20.14	17.11	12.22	11.39	11.05	9.75	10.37	0	nc	0.275	1
0.063095734	0.03	2134	4.644	-3.47	20.09	17.93	15.19	11.13	10.44	10.07	9.19	9.7	0	nc	0.275	1
0.063095734	0.04	2434	4.711	-3.18	17.76	16.13	13.73	10.46	9.83	9.46	8.78	9.16	0	nc	0.275	1
0.063095734	0.05	2633	4.741	-2.98	16.29	14.87	12.75	10.02	9.4	9.05	8.48	8.76	0	nc	0.275	1
0.063095734	0.055	2703	4.753	-2.9	15.8	14.43	12.4	9.85	9.24	8.9	8.36	8.62	0	nc	0.275	1
0.063095734	0.06	2764	4.759	-2.83	15.38	14.05	12.1	9.7	9.09	8.75	8.24	8.48	0	nc	0.275	1
0.063095734	0.07	2854	4.773	-2.72	14.78	13.51	11.67	9.46	8.86	8.53	8.05	8.26	0	nc	0.275	1
0.063095734	0.072	2868	4.774	-2.7	14.67	13.42	11.59	9.41	8.81	8.49	8.01	8.22	0	nc	0.275	1
0.063095734	0.075	2890	4.777	-2.67	14.52	13.28	11.48	9.35	8.75	8.43	7.96	8.16	0	nc	0.275	1
0.063095734	0.08	2925	4.783	-2.63	14.29	13.07	11.32	9.26	8.66	8.34	7.89	8.08	0	nc	0.275	1
0.063095734	0.09	2996	4.785	-2.54	13.83	12.65	10.99	9.06	8.46	8.15	7.72	7.89	0	nc	0.275	1
0.063095734	0.1	3042	4.784	-2.47	13.52	12.37	10.75	8.89	8.3	7.99	7.58	7.74	0	nc	0.275	1
0.063095734	0.11	3082	4.783	-2.4	13.25	12.12	10.54	8.74	8.15	7.84	7.45	7.6	0	nc	0.275	1
0.063095734	0.13	3151	4.782	-2.29	12.79	11.7	10.19	8.48	7.89	7.6	7.23	7.37	0	nc	0.275	1
0.063095734	0.15	3208	4.781	-2.2	12.42	11.36	9.91	8.27	7.68	7.39	7.04	7.18	0	nc	0.275	1
0.063095734	0.175	3258	4.774	-2.1	12.07	11.04	9.62	8.03	7.45	7.16	6.83	6.96	0	nc	0.275	1
0.063095734	0.2	3302	4.768	-2.01	11.77	10.75	9.37	7.82	7.24	6.96	6.65	6.78	0	nc	0.275	1
0.063095734	0.25	3365	4.76	-1.87	11.31	10.33	8.99	7.5	6.92	6.65	6.35	6.48	0	nc	0.275	1
0.063095734	0.3	3415	4.749	-1.75	10.94	9.98	8.67	7.22	6.64	6.38	6.1	6.23	0	nc	0.275	1
0.063095734	0.35	3461	4.741	-1.66	10.63	9.68	8.4	6.99	6.41	6.16	5.89	6.02	0	nc	0.275	1
0.063095734	0.4	3508	4.728	-1.56	10.32	9.39	8.14	6.76	6.18	5.94	5.69	5.82	0	nc	0.275	1
0.063095734	0.45	3548	4.713	-1.48	10.05	9.14	7.91	6.56	5.98	5.74	5.5	5.64	0	nc	0.275	1
0.063095734	0.5	3598	4.693	-1.39	9.76	8.86	7.66	6.35	5.76	5.53	5.32	5.45	0	nc	0.275	1
0.063095734	0.57	3709	4.655	-1.24	9.26	8.39	7.26	6.01	5.4	5.2	5.03	5.18	0	nc	0.275	1
0.063095734	0.6	3784	4.636	-1.16	8.98	8.13	7.05	5.84	5.22	5.04	4.89	5.05	0	nc	0.275	1
0.063095734	0.62	3849	4.623	-1.1	8.76	7.93	6.9	5.72	5.08	4.92	4.8	4.97	0	nc	0.275	1
0.063095734	0.7	4176	4.558	-0.85	7.72	6.96	6.17	5.17	4.54	4.43	4.39	4.58	0	nc	0.275	1
0.063095734	0.75	4512	4.536	-0.66	6.91	6.21	5.65	4.83	4.27	4.19	4.17	4.34	0	nc	0.275	1
0.063095734	0.8	4708	4.541	-0.56	6.53	5.89	5.4	4.65	4.15	4.08	4.07	4.22	0	nc	0.275	1
0.063095734	0.85	4784	4.553	-0.52	6.37	5.75	5.28	4.57	4.08	4.02	4.01	4.16	0	nc	0.275	1
0.063095734	0.9	4940	4.526	-0.41	6.02	5.45	5.01	4.35	3.91	3.85	3.84	3.97	0	nc	0.275	1
0.063095734	0.95	5113	4.494	-0.3	5.66	5.13	4.72	4.11	3.71	3.66	3.66	3.78	0	nc	0.275	1
0.063095734	1	5264	4.463	-0.19	5.34	4.86	4.47	3.91	3.54	3.49	3.49	3.6	0	nc	0.275	1
0.063095734	1.05	5395	4.428	-0.09	5.06	4.6	4.23	3.7	3.36	3.32	3.32	3.42	0	nc	0.275	1
0.063095734	1.1	5530	4.391	0.01	4.78	4.35	3.99	3.5	3.18	3.15	3.15	3.24	0	nc	0.275	1
0.063095734	1.15	5682	4.356	0.11	4.49	4.09	3.76	3.3	3.01	2.97	2.98	3.07	0	nc	0.275	1
0.063095734	1.2	5857	4.326	0.21	4.21	3.84	3.53	3.11	2.84	2.81	2.83	2.9	0	nc	0.275	1
0.079432823	0.03	2028	4.686	-3.6	20.99	18.57	15.75	11.46	10.74	10.39	9.41	9.95	0	nc	0.275	1
0.079432823	0.04	2358	4.759	-3.28	18.43	16.67	14.17	10.7	10.05	9.69	8.97	9.38	0	nc	0.275	1
0.079432823	0.05	2574	4.799	-3.07	16.82	15.33	13.12	10.24	9.62	9.27	8.66	8.98	0	nc	0.275	1
0.079432823	0.055	2657	4.808	-2.99	16.22	14.81	12.71	10.05	9.43	9.09	8.53	8.81	0	nc	0.275	1
0.079432823	0.06	2723	4.819	-2.92	15.77	14.4	12.4	9.9	9.29	8.95	8.42	8.67	0	nc	0.275	1
0.079432823	0.07	2827	4.83	-2.8	15.06	13.77	11.89	9.63	9.03	8.7	8.21	8.43	0	nc	0.275	1
0.079432823	0.072	2842	4.836	-2.78	14.97	13.69	11.83	9.6	9	8.67	8.19	8.4	0	nc	0.275	1
0.079432823	0.075	2865	4.839	-2.75	14.81	13.54	11.71	9.53	8.93	8.61	8.14	8.34	0	nc	0.275	1
0.079432823	0.08	2903	4.841	-2.7	14.55	13.31	11.53	9.43	8.83	8.51	8.05	8.25	0	nc	0.275	1
0.079432823	0.09	2971	4.847	-2.62	14.11	12.91	11.21	9.24	8.64	8.33	7.89	8.07	0	nc	0.275	1
0.079432823	0.1	3026	4.848	-2.54	13.75	12.58	10.95	9.07	8.47	8.16	7.75	7.91	0	nc	0.275	1
0.079432823	0.11	3067	4.85	-2.48	13.48	12.34	10.75	8.92	8.33	8.03	7.63	7.79	0	nc	0.275	1
0.079432823	0.13	3141	4.85	-2.36	13	11.9	10.38	8.66	8.08	7.78	7.4	7.55	0	nc	0.275	1
0.079432823	0.15	3204	4.845	-2.26	12.59	11.52	10.07	8.43	7.85	7.56	7.2	7.34	0	nc	0.275	1
0.079432823	0.175	3255	4.839	-2.16	12.23	11.19	9.78	8.19	7.61	7.33	6.99	7.12	0	nc	0.275	1
0.079432823	0.2	3301	4.837	-2.08	11.93	10.92	9.54	8	7.42	7.14	6.82	6.95	0	nc	0.275	1
0.079432823	0.25	3370	4.825	-1.93	11.45	10.47	9.13	7.65	7.08	6.81	6.51	6.64	0	nc	0.275	1
0.079432823	0.3	3418	4.813	-1.82	11.08	10.12	8.81	7.38	6.8	6.54	6.26	6.39	0	nc	0.275	1
0.079432823	0.35	3466	4.802	-1.71	10.75	9.81	8.54	7.14	6.56	6.31	6.04	6.17	0	nc	0.275	1
0.079432823	0.4	3515	4.784	-1.61	10.43	9.5	8.26	6.9	6.32	6.08	5.83	5.96	0	nc	0.275	1
0.079432823	0.45	3565	4.764	-1.52	10.12	9.21	8	6.68	6.09	5.86	5.63	5.76	0	nc	0.275	1
0.079432823	0.5	3624	4.733	-1.41	9.79	8.89	7.72	6.43	5.84	5.62	5.41	5.55	0	nc	0.275	1
0.079432823	0.57	3779	4.682	-1.23	9.15	8.3	7.22	6.02	5.41	5.22	5.07	5.22	0	nc	0.275	1
0.079432823	0.6	3885	4.657	-1.14	8.79	7.97	6.96	5.81	5.18	5.02	4.91	5.07	0	nc	0.275	1
0.079432823	0.62	3972	4.641	-1.07	8.52	7.71	6.77	5.67	5.02	4.88	4.8	4.97	0	nc	0.275	1
0.079432823	0.7	4351	4.598	-0.81	7.45	6.71	6.06	5.16	4.56	4.47	4.44	4.62	0	nc	0.275	1
0.079432823	0.75	4478	4.613	-0.75	7.17	6.45	5.88	5.04	4.47	4.39	4.37	4.54	0	nc	0.275	1
0.079432823	0.8	4605	4.594	-0.65	6.82	6.14	5.63	4.85	4.31	4.24	4.22	4.38	0	nc	0.275	1
0.079432823	0.85	4769	4.558	-0.53	6.41	5.78	5.31	4.59	4.1	4.04	4.03	4.18	0	nc	0.275	1
0.079432823	0.9	4945	4.524	-0.41	6.01	5.44	5	4.34	3.9	3.84	3.83	3.97	0	nc	0.275	1
0.079432823	0.95	5118	4.493	-0.29	5.65	5.13	4.72	4.11	3.71	3.66	3.66	3.77	0	nc	0.275	1
0.079432823	1	5261	4.462	-0.19	5.34	4.86	4.47	3.9	3.54	3.49	3.49	3.6	0	nc	0.275	1
0.079432823	1.05	5405	4.424	-0.09	5.04	4.58	4.21	3.69	3.35	3.31	3.31	3.41	0	nc	0.275	1
0.079432823	1.1	5550	4.388	0.01	4.75	4.32	3.97	3.48	3.17	3.13	3.14	3.23	0	nc	0.275	1
0.079432823	1.15	5706	4.354	0.12	4.47	4.07	3.74	3.29	3	2.97	2.98	3.06	0	nc	0.275	1
0.079432823	1.2	5876	4.326	0.21	4.2	3.83	3.52	3.1	2.84	2.81	2.82	2.89	0	nc	0.275	1
0.1	0.03	1929	4.721	-3.72	21.83	19.15	16.26	11.78	11.03	10.7	9.61	10.19	0	nc	0.275	1
0.1	0.04	2265	4.807	-3.4	19.22	17.29	14.69	10.97	10.31	9.96	9.17	9.63	0	nc	0.275	1
0.1	0.05	2508	4.852	-3.17	17.38	15.81	13.51	10.46	9.83	9.48	8.84	9.19	0	nc	0.275	1
0.1	0.055	2598	4.867	-3.08	16.73	15.26	13.08	10.27	9.65	9.3	8.71	9.02	0	nc	0.275	1
0.1	0.06	2672	4.879	-3.01	16.22	14.81	12.73	10.11	9.49	9.15	8.6	8.88	0	nc	0.275	1
0.1	0.07	2793	4.891	-2.88	15.39	14.08	12.15	9.82	9.22	8.89	8.38	8.62	0	nc	0.275	1
0.1	0.072	2812	4.893	-2.86	15.27	13.96	12.06	9.78	9.17	8.84	8.35	8.58	0	nc	0.275	1
0.1	0.075	2835	4.901	-2.83	15.12	13.83	11.96	9.72	9.12	8.79	8.31	8.53	0	nc	0.275	1
0.1	0.08	2876	4.903	-2.78	14.84	13.58	11.76	9.61	9.01	8.69	8.22	8.43	0	nc	0.275	1
0.1	0.09	2946	4.91	-2.69	14.39	13.17	11.44	9.42	8.82	8.51	8.07	8.26	0	nc	0.275	1
0.1	0.1	3006	4.91	-2.61	13.99	12.81	11.15	9.24	8.65	8.34	7.92	8.09	0	nc	0.275	1
0.1	0.11	3051	4.914	-2.55	13.71	12.56	10.94	9.1	8.51	8.2	7.8	7.96	0	nc	0.275	1
0.1	0.13	3129	4.913	-2.43	13.2	12.09	10.56	8.83	8.24	7.95	7.57	7.72	0	nc	0.275	1
0.1	0.15	3199	4.909	-2.33	12.76	11.69	10.23	8.6	8.01	7.72	7.37	7.5	0	nc	0.275	1
0.1	0.175	3253	4.902	-2.23	12.39	11.35	9.93	8.36	7.78	7.49	7.16	7.29	0	nc	0.275	1
0.1	0.2	3299	4.896	-2.14	12.07	11.06	9.68	8.15	7.57	7.29	6.97	7.1	0	nc	0.275	1
0.1	0.25	3372	4.884	-1.99	11.58	10.6	9.27	7.8	7.23	6.96	6.66	6.79	0	nc	0.275	1
0.1	0.3	3424	4.873	-1.87	11.2	10.24	8.95	7.52	6.95	6.69	6.41	6.53	0	nc	0.275	1
0.1	0.35	3471	4.857	-1.77	10.86	9.92	8.66	7.27	6.7	6.45	6.18	6.31	0	nc	0.275	1
0.1	0.4	3525	4.835	-1.66	10.52	9.6	8.37	7.02	6.44	6.2	5.95	6.08	0	nc	0.275	1
0.1	0.45	3583	4.805	-1.55	10.17	9.26	8.07	6.76	6.18	5.95	5.72	5.85	0	nc	0.275	1
0.1	0.5	3658	4.765	-1.43	9.77	8.89	7.74	6.48	5.89	5.68	5.47	5.61	0	nc	0.275	1
0.1	0.57	3864	4.704	-1.22	9	8.17	7.16	6	5.38	5.21	5.09	5.25	0	nc	0.275	1
0.1	0.6	3987	4.684	-1.12	8.61	7.8	6.89	5.8	5.16	5.02	4.94	5.11	0	nc	0.275	1
0.1	0.62	4063	4.67	-1.06	8.38	7.58	6.72	5.67	5.04	4.91	4.84	5.02	0	nc	0.275	1
0.1	0.7	4246	4.652	-0.91	7.8	7.04	6.31	5.36	4.74	4.64	4.61	4.79	0	nc	0.275	1
0.1	0.75	4426	4.625	-0.78	7.3	6.56	5.97	5.11	4.52	4.44	4.42	4.59	0	nc	0.275	1
0.1	0.8	4603	4.591	-0.65	6.82	6.14	5.62	4.84	4.3	4.23	4.22	4.38	0	nc	0.275	1
0.1	0.85	4771	4.556	-0.53	6.4	5.78	5.3	4.58	4.09	4.03	4.02	4.17	0	nc	0.275	1
0.1	0.9	4950	4.523	-0.41	6	5.43	4.99	4.34	3.9	3.84	3.83	3.96	0	nc	0.275	1
0.1	0.95	5116	4.491	-0.29	5.65	5.13	4.71	4.11	3.71	3.66	3.65	3.77	0	nc	0.275	1
0.1	1	5265	4.46	-0.19	5.33	4.85	4.46	3.9	3.53	3.48	3.48	3.59	0	nc	0.275	1
0.1	1.05	5420	4.422	-0.08	5.01	4.56	4.2	3.68	3.34	3.3	3.3	3.4	0	nc	0.275	1
0.1	1.1	5568	4.386	0.02	4.73	4.3	3.96	3.47	3.16	3.12	3.13	3.22	0	nc	0.275	1
0.1	1.15	5721	4.354	0.12	4.45	4.05	3.73	3.28	2.99	2.96	2.97	3.05	0	nc	0.275	1
0.1	1.2	5882	4.326	0.22	4.19	3.82	3.51	3.1	2.84	2.81	2.82	2.89	0	nc	0.275	1
0.125892541	0.03	1817	4.756	-3.86	22.77	19.78	16.83	12.15	11.36	11.07	9.84	10.44	0	nc	0.275	1
0.125892541	0.04	2170	4.848	-3.52	20.02	17.89	15.19	11.25	10.57	10.23	9.36	9.86	0	nc	0.275	1
0.125892541	0.05	2434	4.9	-3.27	18.01	16.34	13.94	10.69	10.05	9.7	9.02	9.41	0	nc	0.275	1
0.125892541	0.055	2532	4.919	-3.18	17.3	15.75	13.47	10.49	9.86	9.52	8.89	9.23	0	nc	0.275	1
0.125892541	0.06	2616	4.932	-3.1	16.7	15.23	13.07	10.31	9.69	9.35	8.77	9.08	0	nc	0.275	1
0.125892541	0.07	2748	4.952	-2.97	15.8	14.44	12.46	10.03	9.42	9.09	8.56	8.82	0	nc	0.275	1
0.125892541	0.072	2770	4.954	-2.94	15.65	14.31	12.35	9.98	9.36	9.04	8.52	8.77	0	nc	0.275	1
0.125892541	0.075	2802	4.957	-2.91	15.44	14.12	12.2	9.9	9.29	8.97	8.47	8.71	0	nc	0.275	1
0.125892541	0.08	2844	4.964	-2.86	15.17	13.88	12.01	9.8	9.2	8.88	8.39	8.62	0	nc	0.275	1
0.125892541	0.09	2919	4.972	-2.77	14.67	13.44	11.66	9.61	9.01	8.69	8.24	8.44	0	nc	0.275	1
0.125892541	0.1	2982	4.972	-2.69	14.26	13.07	11.37	9.42	8.83	8.52	8.09	8.27	0	nc	0.275	1
0.125892541	0.11	3030	4.976	-2.62	13.95	12.79	11.14	9.28	8.68	8.38	7.97	8.14	0	nc	0.275	1
0.125892541	0.13	3115	4.971	-2.5	13.4	12.29	10.74	8.99	8.4	8.11	7.72	7.88	0	nc	0.275	1
0.125892541	0.15	3191	4.972	-2.4	12.94	11.87	10.4	8.76	8.18	7.89	7.53	7.67	0	nc	0.275	1
0.125892541	0.175	3251	4.966	-2.29	12.55	11.51	10.09	8.52	7.94	7.66	7.32	7.45	0	nc	0.275	1
0.125892541	0.2	3298	4.955	-2.2	12.21	11.2	9.82	8.3	7.72	7.44	7.12	7.25	0	nc	0.275	1
0.125892541	0.25	3374	4.938	-2.04	11.7	10.72	9.39	7.94	7.36	7.1	6.8	6.92	0	nc	0.275	1
0.125892541	0.3	3429	4.923	-1.92	11.3	10.34	9.06	7.64	7.07	6.81	6.53	6.66	0	nc	0.275	1
0.125892541	0.35	3477	4.902	-1.81	10.95	10.01	8.75	7.38	6.81	6.56	6.29	6.42	0	nc	0.275	1
0.125892541	0.4	3533	4.872	-1.69	10.58	9.66	8.44	7.11	6.53	6.29	6.04	6.17	0	nc	0.275	1
0.125892541	0.45	3602	4.836	-1.57	10.19	9.29	8.11	6.82	6.25	6.02	5.79	5.92	0	nc	0.275	1
0.125892541	0.5	3687	4.789	-1.44	9.75	8.87	7.75	6.51	5.93	5.72	5.52	5.66	0	nc	0.275	1
0.125892541	0.57	3883	4.73	-1.23	9.01	8.18	7.19	6.05	5.43	5.27	5.15	5.31	0	nc	0.275	1
0.125892541	0.6	3962	4.715	-1.16	8.74	7.93	7	5.9	5.27	5.12	5.03	5.19	0	nc	0.275	1
0.125892541	0.62	4007	4.705	-1.12	8.58	7.77	6.88	5.8	5.17	5.03	4.95	5.12	0	nc	0.275	1
0.125892541	0.7	4225	4.65	-0.92	7.84	7.08	6.34	5.37	4.75	4.65	4.61	4.79	0	nc	0.275	1
0.125892541	0.75	4423	4.622	-0.78	7.29	6.56	5.96	5.1	4.51	4.43	4.41	4.58	0	nc	0.275	1
0.125892541	0.8	4604	4.589	-0.65	6.81	6.13	5.62	4.84	4.3	4.23	4.21	4.37	0	nc	0.275	1
0.125892541	0.85	4772	4.554	-0.53	6.39	5.77	5.3	4.58	4.09	4.03	4.02	4.17	0	nc	0.275	1
0.125892541	0.9	4952	4.521	-0.4	5.99	5.43	4.99	4.33	3.89	3.83	3.83	3.96	0	nc	0.275	1
0.125892541	0.95	5114	4.49	-0.29	5.64	5.12	4.71	4.1	3.7	3.65	3.65	3.77	0	nc	0.275	1
0.125892541	1	5271	4.457	-0.18	5.32	4.84	4.45	3.89	3.52	3.48	3.48	3.58	0	nc	0.275	1
0.125892541	1.05	5426	4.42	-0.08	5	4.55	4.19	3.67	3.33	3.29	3.3	3.39	0	nc	0.275	1
0.125892541	1.1	5580	4.385	0.03	4.71	4.29	3.94	3.46	3.15	3.12	3.13	3.21	0	nc	0.275	1
0.125892541	1.15	5731	4.352	0.13	4.44	4.04	3.72	3.27	2.99	2.95	2.97	3.04	0	nc	0.275	1
0.125892541	1.2	5888	4.325	0.22	4.19	3.82	3.51	3.1	2.84	2.81	2.82	2.89	0	nc	0.275	1
0.158489319	0.03	1712	4.784	-3.99	23.64	20.35	17.34	12.5	11.68	11.43	10.07	10.66	0	nc	0.275	1
0.158489319	0.04	2061	4.888	-3.65	20.93	18.54	15.75	11.57	10.86	10.55	9.57	10.12	0	nc	0.275	1
0.158489319	0.05	2343	4.948	-3.39	18.78	16.96	14.44	10.95	10.29	9.96	9.21	9.65	0	nc	0.275	1
0.158489319	0.055	2458	4.968	-3.28	17.92	16.27	13.89	10.72	10.08	9.74	9.07	9.45	0	nc	0.275	1
0.158489319	0.06	2549	4.985	-3.2	17.27	15.72	13.46	10.53	9.9	9.57	8.95	9.29	0	nc	0.275	1
0.158489319	0.07	2698	5.006	-3.05	16.22	14.82	12.76	10.22	9.6	9.28	8.73	9.01	0	nc	0.275	1
0.158489319	0.072	2719	5.013	-3.03	16.09	14.71	12.68	10.19	9.57	9.24	8.71	8.98	0	nc	0.275	1
0.158489319	0.075	2754	5.017	-3	15.86	14.5	12.52	10.11	9.5	9.17	8.65	8.91	0	nc	0.275	1
0.158489319	0.08	2807	5.021	-2.94	15.5	14.18	12.27	9.98	9.37	9.06	8.56	8.8	0	nc	0.275	1
0.158489319	0.09	2890	5.029	-2.85	14.97	13.7	11.89	9.78	9.18	8.87	8.4	8.61	0	nc	0.275	1
0.158489319	0.1	2957	5.03	-2.76	14.53	13.31	11.58	9.59	9	8.69	8.25	8.44	0	nc	0.275	1
0.158489319	0.11	3011	5.034	-2.69	14.19	13	11.33	9.44	8.85	8.54	8.12	8.3	0	nc	0.275	1
0.158489319	0.13	3097	5.029	-2.57	13.62	12.49	10.92	9.15	8.56	8.27	7.88	8.04	0	nc	0.275	1
0.158489319	0.15	3180	5.025	-2.45	13.12	12.04	10.56	8.91	8.32	8.03	7.67	7.81	0	nc	0.275	1
0.158489319	0.175	3246	5.014	-2.34	12.68	11.64	10.22	8.64	8.07	7.78	7.44	7.57	0	nc	0.275	1
0.158489319	0.2	3297	5.004	-2.25	12.33	11.32	9.94	8.42	7.85	7.57	7.25	7.37	0	nc	0.275	1
0.158489319	0.25	3374	4.978	-2.08	11.79	10.8	9.49	8.04	7.46	7.2	6.9	7.02	0	nc	0.275	1
0.158489319	0.3	3433	4.958	-1.95	11.37	10.41	9.13	7.73	7.16	6.9	6.62	6.74	0	nc	0.275	1
0.158489319	0.35	3482	4.936	-1.84	11.01	10.07	8.83	7.46	6.89	6.64	6.38	6.5	0	nc	0.275	1
0.158489319	0.4	3539	4.901	-1.72	10.63	9.71	8.5	7.17	6.6	6.36	6.11	6.24	0	nc	0.275	1
0.158489319	0.45	3611	4.86	-1.59	10.22	9.32	8.16	6.88	6.3	6.08	5.85	5.98	0	nc	0.275	1
0.158489319	0.5	3691	4.808	-1.46	9.78	8.91	7.79	6.56	5.98	5.76	5.57	5.71	0	nc	0.275	1
0.158489319	0.57	3834	4.752	-1.28	9.18	8.34	7.31	6.15	5.54	5.37	5.22	5.38	0	nc	0.275	1
0.158489319	0.6	3912	4.728	-1.2	8.89	8.06	7.09	5.97	5.35	5.19	5.08	5.24	0	nc	0.275	1
0.158489319	0.62	3968	4.712	-1.14	8.68	7.87	6.95	5.85	5.22	5.07	4.98	5.15	0	nc	0.275	1
0.158489319	0.7	4220	4.648	-0.92	7.85	7.08	6.34	5.37	4.75	4.64	4.6	4.79	0	nc	0.275	1
0.158489319	0.75	4419	4.62	-0.78	7.29	6.56	5.96	5.1	4.51	4.43	4.41	4.58	0	nc	0.275	1
0.158489319	0.8	4604	4.587	-0.65	6.81	6.13	5.61	4.83	4.3	4.22	4.21	4.37	0	nc	0.275	1
0.158489319	0.85	4774	4.552	-0.52	6.38	5.76	5.29	4.57	4.09	4.02	4.01	4.16	0	nc	0.275	1
0.158489319	0.9	4953	4.52	-0.4	5.99	5.42	4.98	4.33	3.89	3.83	3.82	3.95	0	nc	0.275	1
0.158489319	0.95	5114	4.489	-0.29	5.64	5.12	4.71	4.1	3.7	3.65	3.65	3.76	0	nc	0.275	1
0.158489319	1	5283	4.455	-0.18	5.3	4.82	4.43	3.88	3.51	3.47	3.47	3.57	0	nc	0.275	1
0.158489319	1.05	5435	4.419	-0.07	4.99	4.54	4.18	3.66	3.33	3.29	3.29	3.39	0	nc	0.275	1
0.158489319	1.1	5585	4.383	0.03	4.7	4.28	3.94	3.46	3.15	3.11	3.12	3.21	0	nc	0.275	1
0.158489319	1.15	5733	4.352	0.13	4.44	4.04	3.71	3.27	2.99	2.95	2.96	3.04	0	nc	0.275	1
0.158489319	1.2	5893	4.324	0.22	4.18	3.81	3.5	3.09	2.83	2.8	2.82	2.88	0	nc	0.275	1
0.199526231	0.04	1959	4.921	-3.77	21.77	19.12	16.26	11.89	11.14	10.87	9.78	10.34	0	nc	0.275	1
0.199526231	0.05	2240	4.993	-3.51	19.64	17.61	14.98	11.24	10.56	10.25	9.42	9.9	0	nc	0.275	1
0.199526231	0.055	2365	5.015	-3.39	18.69	16.89	14.39	10.98	10.32	10	9.26	9.69	0	nc	0.275	1
0.199526231	0.06	2473	5.033	-3.3	17.9	16.25	13.89	10.76	10.12	9.79	9.13	9.51	0	nc	0.275	1
0.199526231	0.07	2636	5.059	-3.15	16.75	15.27	13.13	10.43	9.81	9.49	8.91	9.22	0	nc	0.275	1
0.199526231	0.072	2660	5.066	-3.12	16.59	15.14	13.03	10.39	9.77	9.45	8.88	9.18	0	nc	0.275	1
0.199526231	0.075	2700	5.071	-3.09	16.32	14.9	12.84	10.31	9.69	9.37	8.82	9.1	0	nc	0.275	1
0.199526231	0.08	2759	5.075	-3.02	15.92	14.55	12.57	10.18	9.56	9.25	8.72	8.98	0	nc	0.275	1
0.199526231	0.09	2853	5.085	-2.93	15.31	14.01	12.15	9.96	9.36	9.04	8.56	8.79	0	nc	0.275	1
0.199526231	0.1	2929	5.087	-2.84	14.82	13.57	11.8	9.77	9.17	8.86	8.41	8.61	0	nc	0.275	1
0.199526231	0.11	2990	5.087	-2.76	14.42	13.22	11.52	9.6	9	8.7	8.27	8.45	0	nc	0.275	1
0.199526231	0.13	3082	5.082	-2.63	13.82	12.68	11.08	9.3	8.71	8.42	8.02	8.19	0	nc	0.275	1
0.199526231	0.15	3167	5.073	-2.51	13.29	12.2	10.7	9.04	8.45	8.17	7.8	7.94	0	nc	0.275	1
0.199526231	0.175	3241	5.053	-2.38	12.79	11.75	10.32	8.75	8.17	7.89	7.54	7.68	0	nc	0.275	1
0.199526231	0.2	3294	5.039	-2.28	12.43	11.41	10.03	8.51	7.94	7.66	7.33	7.46	0	nc	0.275	1
0.199526231	0.25	3374	5.007	-2.11	11.85	10.87	9.56	8.11	7.54	7.27	6.97	7.09	0	nc	0.275	1
