SOURCE_KEY	NAME	DESIGNATION	RA	DEC	OPT_TYPE	OPTICAL_REFERENCE	NIR_TYPE	NIR_REFERENCE	LIT_SPT	GRAVITY_CLASS	LUMINOSITY_CLASS	METALLICITY_CLASS	NON_VLM	JMAG	JMAG_ERROR	HMAG	HMAG_ERROR	KMAG	KMAG_ERROR	DISCOVERY_REFERENCE	NOTE	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	SBINARY	COMPANION	COMPANION_NAME
11387	2MASS J18112466+3748513	J18112466+3748513	272.85272	37.814251			mid M	2004AJ....127.2856B	mid M					15.535	0.052	15.217	0.074	15.472	0.18	2004AJ....127.2856B								
11388	2MASS J18131803+5101246	J18131803+5101246	273.32513	51.023499			L5	2010ApJS..190..100K	L5					15.884	0.092	14.835	0.073	14.393	0.083	2010ApJS..190..100K								
11389	[PCB2009] F84	J18185176-1551322	274.71564	-15.858945			giant		giant		I			14.303	0.035	11.189	0.036	9.625	0.026	2009ApJ...696.1278P	heavily reddened			giant				
11390	2MASS J18212815+1414010	J18212815+1414010	275.36731	14.233611	L4.5	2008ApJ...686..528L	L5 pec		L4.5					13.431	0.024	12.396	0.019	11.65	0.021									
11391	2MASS J1822433+531850	J1822433+531850	275.68042	53.313889			M5	BUR-NP	M5					15.399	0.049	14.656	0.064	14.667	0.136	BUR-NP								
11392	2MASS J18244344+2937133	J18244344+2937133	276.18097	29.620361			M5	2004AJ....127.2856B	M5					15.93	0.09	15.8	0.14	15.57		2004AJ....127.2856B								
11393	LSR 1826+3014	J18261131+3014201	276.54712	30.238916	M8.5	2002ApJ...581L..47L	d/sdM8.5	BUR-NP	M8.5			d/sd		11.659	0.02	11.175	0.016	10.811	0.019	2002ApJ...581L..47L				subdwarf				
11394	1826+3014 Background Source	J18261131+3014201	276.54712	30.238916										11.659	0.02	11.175	0.016	10.811	0.019									
11395	2MASS J18282794+1453337	J18282794+1453337	277.11642	14.892694			M8.5	2010ApJS..190..100K	M8.5					15.984	0.116	15.247	0.138	14.899	0.132	2010ApJS..190..100K								
11396	2MASS J18283572-4849046	J18283572-4849046	277.14883	-48.817944			T5.5	2006ApJ...637.1067B	T5.5					15.175	0.056	14.908	0.067	15.181	0.144	2004AJ....127.2856B								
11397	2MASS J18284076+1229207	J18284076+1229207	277.16983	12.489083	M8	2010ApJS..190..100K	M7.5pec	2010ApJS..190..100K	M8					14.703	0.043	14.232	0.05	13.666	0.065	2010ApJS..190..100K								
11398	LHS 3390	J18290786+5032585	277.28278	50.549583	sdM5	2005PASP..117..676R			sdM5			sd		14.682	0.031	14.25	0.045	14.127	0.073					subdwarf				
11399	WISE J183058.56+454257.4	J18305856+4542574	277.74399	45.715946			L9	2011ApJS..197...19K	L9					18.752		16.082	0.179	15.369	0.183	2011ApJS..197...19K								
11400	2MASS J1835379+325954	J1835379+325954	278.90793	32.998333	M8.5	2003AJ....125.1598L			M8.5					10.27	0.022	9.617	0.021	9.171	0.018	2003AJ....125.1598L								
11401	2MASS J18355309-3217129	J18355309-3217129	278.97122	-32.286915	M6.5	2010ApJS..190..100K	d/sdM7	2010ApJS..190..100K	M6.5			d/sd		15.438	0.048	15.07	0.089	14.712	0.093	2010ApJS..190..100K				subdwarf				
11402	2MASS J18365786-1556037	J18365786-1556037	279.24109	-15.934361			giant?		giant?		I			7.151	0.024	5.934	0.047	5.261	0.033		very cold giant star			giant				
11403	2MASS J1839059+365547	J1839059+365547	279.77457	36.929722			M5	BUR-NP	M5					15.769	0.073	15.146	0.079	15.212	0.18	BUR-NP								
11404	WISE J183921.35-374431.0	J18392135-3744310	279.83893	-37.741943			M0	2013PASP..125..809T	M0					11.23	0.02	10.7	0.02	10.47	0.02	2013PASP..125..809T								
11405	SDSS J183929.17+442438	J18392917+442438	279.87152	44.410557	M9	2008AJ....135..785W			M9					13.433	0.029	12.792	0.035	12.356	0.028	2008AJ....135..785W								
11406	2MASSW J1841086+311727	J18410861+3117279	280.28586	31.291082	L4pec	2000AJ....120..447K			L4pec					16.158	0.091	14.971	0.066	14.22	0.07	2000AJ....120..447K								
11407	2MASS J18411320-4000124	J18411320-4000124	280.30496	-40.003445			M6	2004AJ....127.2856B	M6					15.938	0.07	15.022	0.099	15.225	0.148	2004AJ....127.2856B								
11408	LHS 3406	J1843221+404021	280.8421	40.672501	M8	2003AJ....126.2421C			M8					11.313	0.022	10.688	0.021	10.308	0.018									
11409	1849-2350	J1849-2350	282.25	-23.833334			M5		M5																			
11410	WISE J185101.83+593508.6	J18510183+5935086	282.75763	59.58572			L9p	2013PASP..125..809T	L9p					14.94	0.04	13.97	0.04	13.46	0.05	2013PASP..125..809T				sbinary				
11411	WISE J185215.76+353716.7	J18521576+3537167	283.06567	35.621304			T7	2011ApJS..197...19K	T7					16.501	0.116	17.407		17.076		2011ApJS..197...19K								
11412	2MASS J1852192+351453	J1852192+351453	283.07999	35.248055			M5	BUR-NP	M5					15.836	0.069	15.574	0.102	15.005	0.135	BUR-NP								
11413	2MASS J18530004-4133275	J18530004-4133275	283.25018	-41.557636			d/sdM5/7	2004AJ....127.2856B	d/sdM5/7			d/sd		15.684	0.081	15.062	0.089	15.107	0.137	2004AJ....127.2856B				subdwarf				
11414	WISE J18584722-2420518	J18584722-2420518	284.69675	-24.347723										13.147	0.028	12.478	0.03	12.067	0.026	GIZ-NP								
11415	2MASS J1900498-301650	J1900498-301650	285.20752	-30.280556			M4	BUR-NP	M4					15.745	0.089	15.059	0.1	15.064	0.127	BUR-NP								
11416	2MASS J19010601+4718136	J19010601+4718136	285.27502	47.303776			T5	2006ApJ...637.1067B	T5					15.856	0.071	15.468	0.092	15.641	0.286	2004AJ....127.2856B								
11417	DENIS J19013910-3700170	J19013910-3700170	285.4129	-37.004723	M8	2010A&A...517A..53M			M8					14.257	0.029	13.045	0.033	12.296	0.026	2010A&A...517A..53M	in RCrA			young				
11418	WISE J190624.74+450807.1	J19062474+4508071	286.60309	45.135307			T6	2011ApJS..197...19K	T6					16.32	0.108	16.129	0.214	16.107		2011ApJS..197...19K								
11419	WISE J19064847+4011068	J19064847+4011068	286.70197	40.185223	L1	GIZ13A	L1	GIZ11B	L1					13.078	0.024	12.26	0.023	11.771	0.018	GIZ11B								
11420	DENIS-P J1909081-193748	J19090821-1937479	287.28421	-19.629972	L1+/-1	2008MNRAS.383..831P			L1+/-1					14.52	0.029	13.543	0.027	12.915	0.029	2008MNRAS.383..831P								
11421	2MASS J19163888-3700026	J19163888-3700026	289.16199	-37.000721			L1	2010ApJS..190..100K	L1					15.669	0.049	14.878	0.058	14.381	0.076	2010ApJS..190..100K								
11422	Gl752A	J19165496+0510043	289.229	5.167861	M3.5				M3.5					5.583	0.03	4.949	0.027	4.673	0.02									
11423	VB 10	J19165762+0509021	289.24008	5.1505833	M8 V	BOE85A			M8 V					9.908	0.025	9.226	0.026	8.765	0.022	VAN61A				mstd				
11424	WISE J191915.54+304558.4	J19191554+3045584	289.81476	30.766222			L6	2013PASP..125..809T	L6					15.97				13.95		2013PASP..125..809T								
11425	V 1451 Aql	J19202469-1033373	290.10291	-10.560361	M5 III				M5 III		III			2.305	0.334	1.428	0.254	1.12	0.292					giant				
11426	2MASS J19223062+6610194	J19223062+6610194	290.62756	66.17205	L1	2008AJ....136.1290R			L1					14.571	0.032	13.686	0.027	13.162	0.039	2008AJ....136.1290R								
11427	2MASS J19233810-3308410	J19233810-3308410	290.90875	-33.144726	M7				M7					13.27				12.23										
11429	NLTT 47780	J19240858+5506524	291.03577	55.114555	M7.5	2008ApJ...686..528L			M7.5					15.488	0.06	15.05	0.088	14.727	0.103	2008ApJ...686..528L								
11428	2MASS J19240858+5506524 BG	J19240858+5506524	291.03577	55.114555										15.488	0.06	15.05	0.088	14.727	0.103	2008ApJ...686..528L								
11430	WISE J192841.35+235604.9	J19284135+2356049	292.1723	23.934694			T6	2011ApJS..197...19K	T6					14.34	0.06	14.31	0.06	14.09	0.06	2011ApJS..197...19K								
11431	2MASS J19285196-4356256	J19285196-4356256	292.21649	-43.940445	L4	2008AJ....136.1290R			L4					15.199	0.044	14.127	0.044	13.457	0.037	2008AJ....136.1290R								
11432	SSSPM 1930-4311	J19294099-4310368	292.42081	-43.176891	sdM7	2004A&A...425..519S	sdM7	BUR-NP	sdM7			sd		14.794	0.032	14.23	0.056	14.091	0.058	2004A&A...425..519S				subdwarf				
11433	WISE J19323571+0133556	J19323571+0133556	293.1488	1.5654444			M7	FAH-NP	M7					15.78	0.064	15.05	0.089	14.707	0.105									
11434	2MASS J19323624-392109A	J19323624-392109	293.151	-39.352497										9.076	0.039	8.257	0.026	8.261	0.034									
11435	2MASS J19323624-392109B	J19323624-392109	293.151	-39.352497										9.076	0.039	8.257	0.026	8.261	0.034									
11436	DENIS JJ1934511-184134	J1934511-184134	293.71292	-18.692778	M8.5	2010A&A...517A..53M			M8.5					14.28	0.14			13.13	0.11	2010A&A...517A..53M								
11437	2MASS J19355595-2846343	J19355595-2846343	293.98312	-28.776194	M9	2008AJ....136.1290R	M9 vlg	2010ApJ...715..561A	M9	LG				13.953	0.027	13.18	0.022	12.712	0.029					young				
11438	2MASS J19390462-4239251	J19390462-4239251	294.76926	-42.656975	M9:	2008AJ....136.1290R			M9:					14.157	0.027	13.42	0.042	12.938	0.034	2008AJ....135..785W								
11439	WISE J194128.98-342335.8	J19412898-342335.8	295.37076	-34.393059				2014ApJ...787..126L						14.51	0.04	13.96	0.05	13.69	0.05	2014ApJ...781....4L								
11440	2MASS J19415458+6826021	J19415458+6826021	295.47742	68.433914			L2	2010ApJS..190..100K	L2					15.99	0.075	15.2	0.095	14.711	0.089	2010ApJS..190..100K								
11441	LHS 3480	J19442199-2230534	296.09164	-22.514833	M:				M:					13.052	0.027	12.531	0.023	12.247	0.026									
11442	2MASS J19445221-0831036	J19445221-0831036	296.21756	-8.5176668			M6	2004AJ....127.2856B	M6					15.381	0.06	15.31	0.08	15.39	0.18	2004AJ....127.2856B								
11443	LHS 3481	J19451476-0917581	296.31152	-9.2994728	M:				M:					13.836	0.026	13.269	0.026	13.029	0.03									
11444	LEHPM 2-90	J19453495-2557190	296.39563	-25.955278			M9	BUR-NP	M9					12.348	0.023	11.836	0.026	11.509	0.026	2004A&A...421..763P								
11445	1945-4149	J19454310-4149176	296.4296	-41.821556																LOO-NP								
11446	2MASS J19464850-1145202	J19464850-1145202	296.70206	-11.755611										14.695	0.032	13.899	0.033	13.359	0.027	LOO-NP								
11447	2MASS J19475198-3438572	J19475198-3438572	296.96658	-34.649223			M7.5	2010ApJS..190..100K	M7.5					15.043	0.041	14.324	0.051	14.012	0.055	2010ApJS..190..100K								
11448	2MASS J19495702+6222440	J19495702+6222440	297.48758	62.378887	L2 pec	2010ApJS..190..100K	L2 pec	2010ApJS..190..100K	L2 pec					16.359	0.123	15.47	0.132	14.75	0.112	2010ApJS..190..100K				blue				
11449	2MASS J19223062+6610194	J19495807-3752356	297.49197	-37.876553										16.103	0.09	15.339	0.123	14.869	0.122	LOO-NP	young?			young				
11450	WISE J195113.62-331115.7	J19511362-3311157	297.80676	-33.187695			L1 pec?	2013PASP..125..809T	L1 pec?					15.71	0.06	15.02	0.07	14.51	0.07	2013PASP..125..809T								
11451	WISE J195311.04-022954.7	J19531104-022954.7	298.29599	-2.4983335			L2 pec (blue)	2014ApJ...787..126L	L2 pec (blue)					15.64	0.05	15.64	0.05	15.64	0.05	2014ApJ...787..126L				blue				
11452	2MASS J19561542-1754252	J19561542-1754252	299.06424	-17.907	M8	2008AJ....136.1290R	L0+/-1	KNE07A	M8					13.754	0.029	13.108	0.033	12.651	0.034	2007MNRAS.374..445K								
11453	LEHPM 2-15	J19565739-4216070	299.23911	-42.268612				BUR-NP						12.383	0.022	11.995	0.022	11.661	0.028	2004A&A...421..763P				subdwarf				
11454	2MASS J20014571-3805580	J20014571-3805580	300.44046	-38.099442										16.001	0.076	15.048	0.068	15.119	0.144	LOO-NP				subdwarf				
11455	2MASS J20025073-0521524	J20025073-0521524	300.71136	-5.3645554	L6	2007AJ....133..439C	L4 beta	BANYAN7	L6	IG				15.316	0.051	14.278	0.05	13.417	0.036	2007AJ....133..439C				young				
11456	2MASS J20033545+1158552	J20033545+1158552	300.89771	11.981999			M5.5	2010ApJS..190..100K	M5.5					15.807	0.085	15.535	0.147	14.97	0.135	2010ApJS..190..100K								
11457	WISE J20070619-0409032	J20070619-0409032	301.77579	-4.1508889			M7	FAH-NP	M7					14.626	0.036	13.965	0.042	13.587	0.048					poor H correction				
11458	WISE J200804.71-083428.5	J20080471-0834285	302.01962	-8.5745831			T5.5	2013ApJS..205....6M	T5.5					16.37	0.12	16.69	0.31	15.66		2013ApJS..205....6M								
11459	DENIS J20131080-1242440	J20131084-1242452	303.29501	-12.712222	L1.5	2010A&A...517A..53M			L1.5					14.672	0.035	13.873	0.024	13.299	0.033	2010A&A...517A..53M								
11460	2MASS J20135152-2806020	J20135152-2806020	303.46466	-28.100555	M9	2008AJ....136.1290R	L0	2010ApJ...715..561A	M9					14.242	0.03	13.461	0.028	12.944	0.027					young				
11461	2MASS J20140681-0036482	J20140681-0036482	303.52838	-0.6133889										15.428	0.05	14.81	0.058	14.616	0.102	LOO-NP								
11462	WISE J20150266-0726503	J20150266-0726503	303.76108	-7.4473057			M7	FAH-NP	M7					15.087	0.049	14.693	0.057	14.215	0.073									
11463	LSPM J2015+2755	J20151336+2755022	303.80566	27.917276			galaxy	BUR-NP	galaxy				GAL	15.839		14.907		15.225										
11464	2MASS J2015137-125257	J2015137-125257	303.80707	-12.8825	galaxy?	2007AJ....133.2825R	galaxy?		galaxy?				GAL	16.559	0.135	15.15	0.105	14.547	0.092	2007AJ....133.2825R								
11465	LEHPM 2-845	J20245185-3422399	306.21603	-34.377747			esdM4:	BUR-NP	esdM4:			esd		16.837	0.179	15.63	0.133	16.192		2004A&A...421..763P				subdwarf				
11466	2MASS J20251960-2550480A	J20251960-2550480	306.33163	-25.846668	M8				M8					14.788	0.036	14.102	0.049	13.583	0.037	BUR-NP				binary				
11467	2MASS J20251960-2550480B	J20251960-2550480	306.33163	-25.846668	M8				M8					14.788	0.036	14.102	0.049	13.583	0.037	BUR-NP				binary				
11468	2MASS J20251960-2550480AB	J20251960-2550480	306.33163	-25.846668	M8				M8					14.038	0.036	13.352	0.049	12.833	0.037	BUR-NP				binary				
11469	2MASS J20261584-2943124	J20261584-2943124	306.56598	-29.720112	L1:	2007AJ....133..439C			L1:					14.802	0.03	13.946	0.025	13.36	0.034	2007AJ....133..439C				sbinary				
11470	2MASS J20263647+0439400	J20263647+0439400	306.65195	4.6611114	M9:				M9:					14.158	0.031	13.466	0.036	12.929	0.03									
11471	SDSS J202820.32+005226.5	J20282035+0052265	307.08481	0.87402779	L3	2002AJ....123.3409H			L3					14.298	0.035	13.377	0.031	12.793	0.03	2002AJ....123.3409H								
11472	2MASS J20283175+6925116	J20283175+6925116	307.13229	69.419884			M4.5	2010ApJS..190..100K	M4.5					15.882	0.086	15.326	0.121	14.95	0.175	2010ApJS..190..100K								
11473	WISE J203042.79+074934.7	J20304279+0749347	307.67828	7.8263054			T1.5	2013ApJS..205....6M	T1.5					14.23	0.03	13.44	0.03	13.32	0.04	2013ApJS..205....6M	Best (13) reports possible spectral variable							
11474	2MASS J20342948+6727398	J20342948+6727398	308.62283	67.461052				2010ApJS..190..100K						16.3	0.135	15.757	0.2	14.953	0.125	2010ApJS..190..100K								
11475	2MASS J20343769+0827009	J20343769+0827009	308.65704	8.4502497	L1	2008AJ....136.1290R			L1					14.464	0.034	13.593	0.035	13.08	0.031	2008AJ....136.1290R								
11476	2MASS J2035203-311008	J2035203-311008	308.83459	-31.168888	M7				M7					13.194	0.026	12.584	0.022	12.162	0.019									
11477	2MASS J20360316+1051295	J20360316+1051295	309.01315	10.858194	L3	2008AJ....136.1290R			L3					13.95	0.026	13.018	0.022	12.447	0.027	2008AJ....136.1290R								
11478	LSR 2036+5059	J20362186+5059503	309.09109	50.997307	sdM7.5	2003AJ....125.1598L			sdM7.5			sd		13.611	0.029	13.16	0.036	12.936	0.033	2003AJ....125.1598L				subdwarf				
11479	LHS 3566	J20392378-2926335	309.84906	-29.442638	M6 V				M6 V					11.357	0.025	10.743	0.023	10.367	0.022									
11480	WISE J204027.24+695923.7	J20402724+695923.7	310.11349	69.989716			sdM9	2014ApJ...787..126L	sdM9			sd		13.72	0.07	13.31	0.07	13.12	0.06	2014ApJ...781....4L				subdwarf				
11481	2MASS J20414283-3506442	J20414283-3506442	310.42847	-35.112278	L2:	2007AJ....133..439C			L2:					14.887	0.033	13.987	0.021	13.401	0.037	2007AJ....133..439C								
11482	LEHPM 2-349	J20422235-4722098	310.59313	-47.369389			esdM4:	BUR-NP	esdM4:			esd		16.424	0.107	15.68	0.133	15.775	0.256	2004A&A...421..763P				subdwarf				
11483	SDSS J204317.69-155103.4	J20431769-1551031	310.8237	-15.850862			L9	2006AJ....131.2722C	L9					16.625	0.162	16.054	0.197	15.402	0.214	2006AJ....131.2722C								
11484	WISE J204356.42+622049.0	J20435642+6220490	310.98511	62.346943			T1.5	2013ApJS..205....6M	T1.5					15.6	0.07	14.7	0.07	14.42	0.07	2013ApJS..205....6M								
11485	SDSS J204724.7+142152	J2047247+142152	311.85291	14.364445	M7.5	2008AJ....135..785W			M7.5					13.036	0.023	12.313	0.022	11.877	0.021	2008AJ....135..785W								
11486	SDSS J204749.61-071818.3	J20474959-0718176	311.9566	-7.3048892			T0:	2006ApJ...637.1067B	T0:					16.946	0.198	15.909	0.2	14.99		2004AJ....127.3553K								
11487	2MASS J20491972-1944324	J20491972-1944324	312.33218	-19.742334	M7.5 V				M7.5 V					12.853	0.024	12.227	0.023	11.786	0.021									
11488	2MASS J20494090+1140068	J20494090+1140068	312.42041	11.668556			M7.5	2004AJ....127.2856B	M7.5					16.26	0.1	15.64	0.15	14.96	0.13	2004AJ....127.2856B								
11489	LEHPM 2-246	J20504387-3358359	312.6828	-33.976639			M7	BUR-NP	M7					13.815	0.027	13.146	0.023	12.854	0.031	2004A&A...421..763P								
11490	LEHPM 2-381	J20522811-4758362	313.11713	-47.976723	M8		M8	BUR-NP	M8					12.941	0.025	12.294	0.025	11.881	0.03	2004A&A...421..763P								
11491	SDSS J205235.31-160929.8	J20523515-1609308	313.14645	-16.158556			T1+/-1	2006AJ....131.2722C	T1+/-1					16.334	0.118	15.414	0.115	15.123	0.15	2006AJ....131.2722C				sbinary binary				
11492	2MASSI J2054358+151904	J20543585+1519043	313.64935	15.317861	L1:	2000AJ....120..447K			L1:					16.37	0.129	15.425	0.109	14.983	0.141	2000AJ....120..447K								
11493	2MASS J2055213+194157	J2055213+194157	313.83875	19.699165			M4.5	BUR-NP	M4.5					15.984	0.08	15.449	0.103	15.45	0.178	BUR-NP								
11494	2MASSI J2057153+171515	J20571538+1715154	314.31409	17.254278	L1.5	2000AJ....120..447K			L1.5					15.965	0.085	15.191	0.088	14.498	0.074	2000AJ....120..447K								
11495	2MASSI J2057540-025230	J20575409-0252302	314.47537	-2.8750558	L1.5	2003AJ....126.2421C	L1.5	2004A&A...416L..17K	L1.5					13.121	0.024	12.268	0.024	11.724	0.025	2003AJ....126.2421C								
11496	2MASS J20575592-0050060	J20575592-0050060	314.483	-0.83499998	M9				M9					14.974	0.033	14.226	0.037	13.77	0.045									
11497	2MASS J2058508-391320	J2058508-391320	314.71167	-39.222221			M5	BUR-NP	M5					15.968	0.121	15.695	0.214	14.983	0.166	BUR-NP								
11498	2MASS J2059203+175223	J2059203+175223	314.83456	17.873056			d/sdM5	BUR-NP	d/sdM5			d/sd		15.869	0.085	15.856	0.209	15.407	0.203	BUR-NP				subdwarf				
11499	2MASSW J2101154+175658	J21011544+1756586	315.31433	17.94961	L7.5	2000AJ....120..447K			L7.5					16.853	0.171	15.861	0.182	14.892	0.116	2000AJ....120..447K	binary: a=0.232 at 107 deg on 5/7/2001 (Gizis et al. 2003)			binary				
11500	2MASS J21015750+0033294	J21015750+0033294	315.48956	0.55816668			M I		M I		I			9.553	0.021	8.771	0.049	8.318	0.025					giant				
11501	2MASSI J2104149-103736	J21041491-1037369	316.06213	-10.626917	L2.5	2008ApJ...689.1295K			L2.5					13.841	0.029	12.975	0.025	12.369	0.024	2003AJ....126.2421C								
11502	SDSS J210515.30-003701.5	J21051530-0037015	316.31375	-0.61708337	L1.5	2009A&A...497..619Z			L1.5					16.97	0.17	15.9	0.17	14.91	0.13	2009A&A...497..619Z								
11503	SDSS J21071053+05014555	J21071053+05014555	316.79388	5.0293059										15.447		15.559	0.162	14.884	0.136	DHI-NP								
11504	2MASSI J2107316-030733	J21073169-0307337	316.88205	-3.1260276	L0	2003AJ....126.2421C			L0					14.2	0.032	13.443	0.031	12.878	0.03	2003AJ....126.2421C								
11505	2MASS J21075409-4544064	J21075409-45440639	316.97537	-45.735085	L0:	2008AJ....136.1290R			L0:					14.915	0.032	13.953	0.038	13.38	0.034	2008AJ....136.1290R								
11506	2MASS J21100889+2132483	J21100889+2132483	317.53705	21.546749			M8	2004AJ....127.2856B	M8					15.94	0.08	15.28	0.08	15.29	0.23	2004AJ....127.2856B								
11507	V Z Cep	J21103752-1610251	317.65631	-16.173637	M Iab				M Iab		Iab			6.506	0.02	5.649	0.027	5.22	0.023					giant				
11508	WISE J21154359-3225404	J21154359-3225404	318.93161	-32.427891			M6:	2014ApJ...783..122K	M6:											2014ApJ...783..122K								
11509	2MASS J2115579+084115	J2115579+084115	318.99124	8.6875			M5	BUR-NP	M5					15.8	0.103	15.527	0.205	14.6	0.125	BUR-NP								
11510	2MASS J21163374-0729200	J21163374-0729200	319.14059	-7.4888887			L6	2011ApJ...732...56G	L6					17.197	0.214	16.205	0.213	14.979	0.133	2011ApJ...732...56G								
11511	2MASS J21171733-1836170	J21171733-1836170	319.3222	-18.604723										14.759	0.035	13.938	0.032	13.394	0.039	LOO-NP								
11512	WISE J211807.07-321713.5	J21180707-321713.5	319.52945	-32.286945			L1.5	2014ApJ...787..126L	L1.5					15.45	0.05	14.56	0.05	14.09	0.06	2014ApJ...781....4L								
11513	HB 2115-4518	J2118317-450552	319.63208	-45.097778	M8.5				M8.5					13.425	0.025	12.768	0.027	12.368	0.03									
11514	SDSS J211846.77-001044.6	J21184677-00104469	319.69485	-0.17905556	L1	2009A&A...497..619Z			L1					16.204	0.107	15.618	0.156	15.071	0.13	2009A&A...497..619Z								
11515	SDSS J212033.89+102159	J21203389+102159	320.14124	10.366389	M8	2008AJ....135..785W			M8					13.544	0.027	12.857	0.028	12.423	0.026	2008AJ....135..785W								
11516	2MASS J21210987+6557255	J21210987+6557255	320.29111	65.957077				2010ApJS..190..100K						16.263	0.12	14.942	0.089	14.414	0.088	2010ApJS..190..100K								
11517	LSR 2122+3656	J21225635+3656002	320.7348	36.933392	esdM5	2003AJ....125.1598L			esdM5			esd		13.712	0.031	13.304	0.036	13.117	0.03	2003AJ....125.1598L				subdwarf				
11518	WISE J212321.92-261405.1	J21232192-2614051	320.84131	-26.234751			T5.5	2013ApJS..205....6M	T5.5					17.44	0.26	17.3		15.85		2013ApJS..205....6M								
11519	2MASS J21233110-2345180	J21233110-2345180	320.87958	-23.754999	M7.5	2007AJ....133..439C			M7.5					13.584				12.54		2007AJ....133..439C								
11520	WISE J212354.78-365223.4	J21235478-365223.4	320.97824	-36.873055			L1.5	2014ApJ...787..126L	L1.5					15.38	0.05	14.55	0.04	13.98	0.06	2014ApJ...781....4L								
11521	SDSS J212413.89+010000.3	J21241387+0059599	321.0578	0.99997222			T5	2006ApJ...637.1067B	T5					16.031	0.074	16.183	0.2	16.144		2004AJ....127.3553K								
11522	2MASS J21263403-3143220	J21263403-3143220	321.64178	-31.722778	M9				M9					13.467	0.029	12.79	0.026	12.362	0.029									
11523	HB 2124-4228	J2127261-421518	321.85876	-42.255001	M7.5				M7.5					13.321	0.023	12.665	0.025	12.186	0.023									
11524	2MASS J2129426-025836	J2129426-025836	322.42749	-2.9766667			sdM4	BUR-NP	sdM4			sd		15.993	0.101	15.72	0.174	15.881	0.346	BUR-NP				subdwarf				
11525	HB 2126-4459	J2130086-444627	322.53583	-44.774166	M8.5				M8.5					14.315	0.03	13.604	0.023	13.163	0.029									
11526	2MASS J2130147-072057	J2130147-072057	322.56125	-7.3491669			M7	BUR-NP	M7					15.483	0.088	15.231	0.139	14.825	0.136	BUR-NP								
11527	2MASSW J2130446-084520	J21304463-08452049	322.68597	-8.7556667	L1.5	2008ApJ...689.1295K			L1.5					14.137	0.032	13.334	0.032	12.815	0.033	2008ApJ...689.1295K								
11528	BRI 2128-0747	J2131065-073420	322.7771	-7.5722222	M7 III				M7 III		III			6.173	0.026	5.316	0.026	4.757	0.023					giant				
11529	2MASS J21312183-0947595	J21312183-0947595	322.84094	-9.7998619										16.28	0.09	15.491	0.105	14.899	0.127	LOO-NP	"near GJ 831AB @ 8.3 pc, but appears to be unaffiliated based on motion, possible Hyades member?"			young				
11530	SDSS J213154.43-011939.3	J21315444-0119374	322.97681	-1.3270555			L9	2006AJ....131.2722C	L9					17.396	0.263	15.781	0.194	15.559	0.21	2006AJ....131.2722C								
11531	2MASS J21321145+1341584	J21321145+1341584	323.04773	13.699555	L6	2007AJ....133..439C			L6					15.795	0.062	14.604	0.055	13.839	0.058	2007AJ....133..439C								
11532	SDSS J213240.36+102949.4	J21324036+1029494	323.16815	10.497056			L4.5+/-1	2006AJ....131.2722C	L4.5+/-1					16.594	0.139	15.366	0.113	14.634	0.1	2006AJ....131.2722C								
11533	2MASS J21324898-1452544	J21324898-1452544	323.20407	-14.881778			T4	2013AJ....146..161M	T4					15.714		15.382		15.268		2013AJ....146..161M								
11534	SDSS J213307.94+232159	J21330794+232159	323.28305	23.366388	M9.5	2008AJ....135..785W			M9.5					13.737	0.028	13.021	0.03	12.557	0.026	2008AJ....135..785W								
11535	SDSS J213352.72+101841.0	J21335274+1018410	323.46976	10.311389			L5+/-1	2006AJ....131.2722C	L5+/-1					16.878	0.171	15.833	0.174	15.236	0.171	2006AJ....131.2722C								
11536	SDSS J213435.61+240408	J21343561+240408	323.64838	24.06889	M8	2008AJ....135..785W			M8					13.574	0.026	12.837	0.032	12.4	0.022	2008AJ....135..785W								
11539	LHS 6379	J21351760+4633174	323.82333	46.554832	M4	2005PASP..117..676R			M4					11.297	0.021	10.756	0.017	10.46	0.019									
11538	LHS 6380	J21351760+4633174	323.82333	46.554832	WD				WD				WD	11.297	0.021	10.756	0.017	10.46	0.019									
11537	LHS 6379 Background Source	J21351760+4633174	323.82333	46.554832										11.297	0.021	10.756	0.017	10.46	0.019									
11540	2MASS J21371044+1450475	J21371044+1450475	324.29349	14.846527	L2	2008AJ....136.1290R			L2					14.133	0.03	13.302	0.033	12.815	0.033	2008AJ....136.1290R								
11541	2MASS J21373742+0808463	J21373742+0808463	324.40591	8.1461945	L5:	2008AJ....136.1290R			L5:					14.774	0.032	13.606	0.035	13.019	0.027	2008AJ....136.1290R								
11542	DENIS J21391360-3529500	J21391360-3529500	324.80667	-35.497223	L0	2010A&A...517A..53M			L0					14.47				13.36		2010A&A...517A..53M								
11543	2MASS J21392676+0220226	J21392676+0220226	324.86148	2.3396111			T1.5	2006ApJ...637.1067B	T1.5					15.264	0.049	14.165	0.053	13.582	0.045	2008AJ....136.1290R				var				
11544	2MASS J21395208+2148397	J21395208+2148397	324.96701	21.811028	L3:				L3:					15.875	0.073	14.811	0.059	14.056	0.068	CRU-NP								
11545	2140+1625 Background Source	J2140+1625	325.12208	16.421667			sdM4		sdM4			sd		13.463	0.024	12.845	0.024	12.619	0.025									
