SOURCE_KEY	NAME	RA	DEC	SDSS_RA	SDSS_RA_E	SDSS_DEC	SDSS_DEC_E	SDSS_DESIGNATION	SDSS_EPOCH	SDSS_R	SDSS_R_UNC	SDSS_I	SDSS_I_UNC	SDSS_Z	SDSS_Z_UNC	2MASS_RA	2MASS_RA_E	2MASS_DEC	2MASS_DEC_E	2MASS_DESIGNATION	2MASS_EPOCH	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	WISE_RA	WISE_RA_E	WISE_DEC	WISE_DEC_E	WISE_DESIGNATION	WISE_EPOCH	WISE_W1	WISE_W1_UNC	WISE_W2	WISE_W2_UNC	UKIDSS_RA	UKIDSS_RA_E	UKIDSS_DEC	UKIDSS_DEC_E	UKIDSS_DESIGNATION	UKIDSS_EPOCH	UKIDSS_Y	UKIDSS_Y_UNC	UKIDSS_J	UKIDSS_J_UNC	UKIDSS_H	UKIDSS_H_UNC	UKIDSS_K	UKIDSS_K_UNC
11592	WISE J222219.93+302601.4	335.58307	30.433722																			16.55	0.11	15.6	0.1	15.18	0.14																								
11593	2MASS J22225588-4446197	335.73282	-44.772141																			14.545	0.033	13.913	0.041	13.43	0.042																								
11594	SN2009ip	335.78513	-28.952278																																																
11595	WISE J222409.64-185242.1	336.04016	-18.878334																			14.54	0.04	13.91	0.04	13.52	0.04																								
11596	2MASSW J2224438-015852	336.18253	-1.9811389																			14.073	0.027	12.818	0.026	12.022	0.023																								
11597	LHS 3806	336.48636	-5.4333334																			13.926	0.031	13.406	0.03	13.193	0.033																								
11598	WISE J222623.05+044004.0	336.59604	4.6677775																			17.02	0.08	17.3																											
11599	2MASS J22270083-1231482	336.75348	-12.530055																			15.68	0.06	15.19	0.08	15.32	0.17																								
11600	NLTT 53908	336.91809	17.889305																			15.853	0.076	15.567	0.117	15.466	0.189																								
11601	2228+5746	337	57.766666																																																
11602	2MASS J22282889-4310262	337.12036	-43.173946																			15.662	0.073	15.363	0.117	15.296	0.206																								
11603	LHS 523	337.22668	-13.421612																			10.768	0.023	10.217	0.025	9.843	0.021																								
11604	ULAS J222958.30+010217.2	337.49292	1.0381111																			17.88	0.02	17.58	0.02																										
11605	SDSS J22304238+0111501	337.67657	1.19725																			15.654	0.058	14.956	0.078	14.417	0.071																								
11606	LEHPM 1-4807	337.92816	-34.863083																			15.501	0.06	15.093	0.101	14.723	0.108																								
11607	2MASS J22341394+2359559	338.55811	23.998861																			13.145	0.022	12.354	0.023	11.837	0.019																								
11608	2MASPJ2234330+291850	338.63794	29.31361																			14.041	0.024	13.359	0.024	12.961	0.028																								
11609	2MASS J22355013+1227370	338.95889	12.460278																			15.205	0.046	14.499	0.049	14.038	0.068																								
11610	WISE J223617.59+510551.9	339.0733	51.097748																			14.58	0.04	14.49	0.05	14.45	0.09																								
11611	WISE J223729.52-061434.4	339.37299	-6.2428885																			17.182	0.191	16.009		17.054																									
11612	G 216-7B	339.38541	39.377499																			13.343	0.022	12.691	0.021	12.178	0.019																								
11613	2MASSI J2238074+435317	339.53091	43.888306																			13.84	0.027	13.046	0.026	12.52	0.027																								
11614	Gliese 866AB	339.6405	-15.299251																			6.553	0.019	5.954	0.031	5.537	0.02																								
11615	WISE J223937.55+161716.1	339.90646	16.287806																			16.079	0.077	15.416	0.091	14.89																									
11616	2MASS J2240094+384830	340.03915	38.808334																			14.762	0.032	13.54	0.028	12.796	0.026																								
11617	2MASS J2241554+164752	340.4808	16.797777																			15.952	0.086	15.713	0.18	15.505	0.211																								
11618	2MASS J22425317+2542573	340.72153	25.715918																			14.812	0.039	13.744	0.028	13.048	0.034																								
11619	2MASS J2243323-152526	340.88458	-15.423889																			16.004	0.08	14.945	0.076	14.192	0.063																								
11620	SDSS J22434553-08215302	340.93973	-8.3647223																			15.43	0.05	14.83	0.06	14.29	0.06																								
11621	LEHPM 1-5067	340.98257	-35.472221																			15.863	0.083	15.425	0.109	15.449	0.202																								
11622	2MASSW J2244316+204343	341.13196	20.728695																			16.476	0.14	14.999	0.066	14.022	0.073																								
11623	2MASS J22453832-0722060	341.40967	-7.3683333																			16.11	0.09	15.56	0.11	15.38	0.17																								
11624	SDSS J224605.41+141640.6BC	341.52234	14.27825																			13.255	0.031	12.822	0.039	12.604	0.041																								
11625	SDSS J224605.41+141640.6A	341.52234	14.27825																			13.255	0.031	12.822	0.039	12.604	0.041																								
11626	2MASS J22465014-0643357	341.70892	-6.7265835																			15.5	0.06	14.97	0.09	14.68	0.1																								
11627	2MASS J22490917+3205489	342.28821	32.096916																			15.482	0.06	14.353	0.051	13.588	0.046																								
11628	SDSSp J224953.45+004404.2AB	342.47272	0.73461115																			16.587	0.125	15.421	0.109	14.358	0.071																								
11629	SDSS J225003.72+143046.7	342.5155	14.512972																			14.944	0.037	14.19	0.045	13.729	0.048																								
11630	DENIS-P J225210.73-173013.4	343.04471	-17.503723																			14.313	0.029	13.36	0.03	12.901	0.024																								
11631	HD 216405C	343.27246	-37.859303																			15.93	0.078	15.352	0.088	14.698	0.088																								
11632	2MASSI J2254188+312349	343.57883	31.397167																			15.262	0.047	15.018	0.081	14.902	0.147																								
11633	2MASSI J2254519-284025	343.7164	-28.673695																			14.134	0.021	13.432	0.023	12.955	0.021																								
11634	SDSSp J225529.09-003433.4	343.87112	-0.57599998																			15.65	0.056	14.756	0.058	14.437	0.075																								
11635	WISE J225540.75-311842.0	343.9198	-31.311666																			17.34	0.03	17.7	0.11																										
11636	ULAS J22585405+0113512	344.72522	1.230889																			13.914	0.029	13.351	0.03	12.905	0.024																								
11637	SDSS J225913.88-005158.2	344.80783	-0.86613894																			16.357	0.098	15.315	0.088	14.651	0.088																								
11638	ULAS J22592815-0000516A	344.86731	-0.014333333																			14.557	0.038	13.95	0.034	13.63	0.049																								
11639	ULAS J22592815-0000516B	344.86731	-0.014333333																			14.557	0.038	13.95	0.034	13.63	0.049																								
11640	2MASS J2300152+371720	345.06335	37.288887																			15.655	0.073	15.45	0.107	14.746																									
11641	WISE J230133.32+021635.0	345.38885	2.2763889																			16.71	0.15	16.09		17.18																									
11642	2MASS J2306292-050227	346.62167	-5.0408335																			11.354	0.022	10.718	0.021	10.296	0.023																								
11643	SDSS J230809.9-313122	347.04126	-31.522778																			13.624	0.024	12.965	0.029	12.58	0.027																								
11644	DENIS J2308113-272200	347.04709	-27.366667																			14.662	0.034	13.833	0.037	13.332	0.037																								
11645	2MASS J23092857+3246175	347.36905	32.771526																			15.515	0.047	14.841	0.062	14.228	0.062																								
11646	SSSPM J2310-1759	347.5769	-17.985834																			14.376	0.032	13.578	0.032	12.969	0.026																								
11647	NLTT 56194	348.44696	21.2915																			11.421	0.02	10.761	0.022	10.443	0.017																								
11648	2MASS J23153135+0617146	348.88065	6.2873888																			15.861	0.083	14.757	0.07	14.065	0.064																								
11649	SDSS J231725.15-005433.6	349.3548	-0.90933329																			15.678	0.064	15.141	0.088	14.742	0.105																								
11650	2MASS J23174712-4838501	349.44632	-48.647251																			15.15	0.038	13.925	0.021	13.181	0.029																								
11651	2318+0029	349.5	0.48333332																																																
11652	2318+0102	349.5	1.0333333																																																
11653	2MASS J23185497-1301106	349.72903	-13.01961																			15.553	0.062	15.237	0.104	15.024	0.131																								
11654	WISE J231939.14-184404.4	349.91309	-18.734556																			17.433	0.229	17.225		16.009																									
11655	LHS 3933	350.0293	11.835305																			12.482	0.024	11.815	0.024	11.444	0.025																								
11656	2MASS J2320292+412341	350.1217	41.394726																			14.585	0.039	13.764	0.038	13.192	0.041																								
11657	2MASS J23211254-1326282	350.30225	-13.441167																			14.5	0.032	13.58	0.026	13.136	0.033																								
11658	SDSS J232136.11-002819.1	350.40045	-0.47197223																			15.476	0.056	14.98	0.079	14.438	0.08																								
11659	WISE J232219.45-140726.2	350.58105	-14.123889																			15.99	0.07	15.99	0.07	15.99	0.07																								
11660	SDSS J232246.84-313323	350.69519	-31.556389																			13.577	0.027	12.789	0.023	12.324	0.024																								
11661	2MASS J2322587+430146	350.7446	43.029446																			15.844	0.094	15.566	0.141	14.844	0.116																								
11662	SDSS J232313.4-024435	350.80585	-2.7430556																			13.58	0.026	12.925	0.031	12.481	0.027																								
11663	2MASS J2325168-043101	351.32001	-4.5169444																			15.915	0.079	15.265	0.104	15.288	0.175																								
11664	2MASS J23254530+4251488	351.43872	42.863556																			15.493	0.05	14.452	0.045	13.764	0.046																								
11665	2MASS J2325560-025950	351.48334	-2.9972222																			15.961	0.078	14.935	0.07	14.115	0.057																								
11666	2MASS J23270985+2341364	351.79108	23.693443																			15.99	0.1	15.75	0.17	15.4	0.2																								
11667	WISE J232728.74-273056.6	351.86978	-27.515722																			16.681	0.145	15.481	0.103	14.756	0.096																								
11668	SDSS J232804.58-103845.7	352.0191	-10.645888																			17.005	0.171	15.841	0.139	15.083	0.126																								
11669	2MASS J23294790-1607550	352.44958	-16.131973																			13.395	0.03	12.71	0.024	12.266	0.028																								
11670	LSPM J2329+5055	352.4592	50.931335																			15.422	0.052	14.882	0.077	14.728	0.094																								
11671	2MASS J23302258-0347189	352.59406	-3.7885833																			14.475	0.03	13.745	0.03	13.121	0.034																								
11672	HD 221356BC	352.75668	-4.105361																			12.938	0.024	12.294	0.026	11.954	0.03																								
11673	HD 221356BC	352.75903	-4.1068888																			12.938	0.024	12.294	0.026	11.954	0.03																								
11674	LSPM J2331+4607N	352.82529	46.125275																			15.922	0.195	15.564	0.131	15.177	0.135																								
11675	LSPM J2331+4607S	352.82578	46.124249																			14.453	0.037	13.996	0.05	13.825	0.05																								
11676	2MASS J23312378-4718274	352.84906	-47.30761																			15.659	0.068	15.51	0.149	15.389	0.196																								
11677	2MASS J23312935+1552220	352.87228	15.872778																			15.057	0.041	14.196	0.037	14	0.067																								
11678	HD 221356D	352.88162	-4.0914721																			13.763	0.038	13.209	0.026	12.755	0.025																								
11679	SDSS J233224.38-005025	353.10159	-0.84027773																			13.65	0.024	13.038	0.021	12.606	0.029																								
11680	LSPM J2332+5102	353.19638	51.038582																			15.217	0.042	14.834	0.067	14.485	0.071																								
11681	SDSS J233350.76-000011.3	353.46149	-0.003138889																			15.519	0.055	14.811	0.051	14.534	0.08																								
11682	2MASS J23335838+0050110	353.49323	0.83638889																			15.013	0.04	14.398	0.042	13.841	0.05																								
11683	2MASS J23343177-1509294	353.63239	-15.158166																			15.061	0.051	14.296	0.047	13.927	0.049																								
11684	NLTT 57259	353.65564	-16.767834																			15.778	0.069	15.292	0.085	14.951	0.126																								
11685	NLTT 57262	353.65771	-16.771																			13.783	0.03	13.206	0.034	12.675																									
11686	LSPM J2334+0250	353.71484	2.8449721																			14.721	0.035	14.212	0.044	13.987	0.044																								
11687	SDSS J23352642+0817213	353.86011	8.2892504																			14.72	0.03	13.95	0.04	13.38	0.03																								
11688	SDSS J233548.58+150851.3	353.95242	15.147583																			15.886	0.068	14.968	0.069	14.581	0.068																								
11689	2MASS J23355852-0013040	353.99387	-0.21777777																			15.979	0.08	15.2	0.089	14.708	0.106																								
11690	SDSS J233629.82+144747.7	354.12427	14.796584																			15.812	0.061	15.162	0.076	14.574	0.056																								
