SOURCE_KEY	NAME	RA	DEC	SDSS_RA	SDSS_RA_E	SDSS_DEC	SDSS_DEC_E	SDSS_DESIGNATION	SDSS_EPOCH	SDSS_R	SDSS_R_UNC	SDSS_I	SDSS_I_UNC	SDSS_Z	SDSS_Z_UNC	2MASS_RA	2MASS_RA_E	2MASS_DEC	2MASS_DEC_E	2MASS_DESIGNATION	2MASS_EPOCH	2MASS_J	2MASS_J_UNC	2MASS_H	2MASS_H_UNC	2MASS_KS	2MASS_KS_UNC	WISE_RA	WISE_RA_E	WISE_DEC	WISE_DEC_E	WISE_DESIGNATION	WISE_EPOCH	WISE_W1	WISE_W1_UNC	WISE_W2	WISE_W2_UNC	UKIDSS_RA	UKIDSS_RA_E	UKIDSS_DEC	UKIDSS_DEC_E	UKIDSS_DESIGNATION	UKIDSS_EPOCH	UKIDSS_Y	UKIDSS_Y_UNC	UKIDSS_J	UKIDSS_J_UNC	UKIDSS_H	UKIDSS_H_UNC	UKIDSS_K	UKIDSS_K_UNC
11331	WISE J172733.09-155414.2	261.88788	-15.903889																			12.84	0.02	12.31	0.03	12.07	0.03																								
11332	2MASS J17281134+0839590	262.04727	8.6663885																			13.634	0.029	12.974	0.025	12.504	0.03																								
11333	2MASSW J1728114+394859	262.04794	39.816471																			15.988	0.076	14.756	0.066	13.909	0.048																								
11334	WISE J17283590-1136506	262.1496	-11.614056																			16.091	0.071	15.31	0.069	14.827	0.105																								
11335	WISE J172844.93+571642.7	262.18719	57.278526																			17.68	0.05	17.88	0.07																										
11336	2MASS J1729246-005423	262.35251	-0.90638888																			15.983	0.084	15.324	0.105	15.357	0.171																								
11337	WISE J17294068+4352165	262.41949	43.871246																			15.224	0.046	14.543	0.06	14.223	0.073																								
11338	WISE J173035.99+420742.1	262.64993	42.128361																			16.95	0.18	16	0.19	15.65																									
11339	SDSS J173101.41+531047.9	262.75583	53.17989																			16.374	0.11	15.484	0.108	14.854	0.142																								
11340	2MASS J17312974+2721233	262.8739	27.356472																			12.094	0.027	11.391	0.03	10.914	0.021																								
11341	2MASS J17320014+2656228	263.00055	26.939665																			15.931	0.084	15.018	0.073	14.461	0.055																								
11342	2MASS J1732339+250549	263.14124	25.096945																			15.653	0.081	14.972	0.084	15.02	0.241																								
11343	2MASS J17330480+0041270	263.26999	0.69083333																			15.908	0.103	15.775	0.161	15.402	0.182																								
11344	2MASS J17331764+1529116	263.32349	15.486556																			15.91	0.067	15.459	0.119	15.536																									
11345	WISE J173332.50+314458.3	263.38541	31.749529																			15.87	0.07	14.89	0.06	14.3	0.06																								
11346	DENIS-P J1733423-165449	263.42612	-16.913889																			13.528	0.054	12.805	0.062	12.35	0.033																								
11347	WISE J173421.04+502350.8	263.58768	50.397446																			16.34	0.11	15.85	0.14	15.37																									
11348	2MASS J17343053-1151388	263.62723	-11.860778																			13.11	0.03	12.372	0.021	11.883	0.024																								
11349	LP 508-14	264.07358	13.772917																			10.412	0.021	9.814	0.026	9.538	0.022																								
11350	2MASS J17364839+0220426	264.20163	2.3451667																			15.755	0.084	15.46	0.121	14.567	0.087																								
11351	2MASS J17373467+5953434	264.39447	59.89539																			16.879	0.16	16.436	0.236	15.719	0.262																								
11352	WISE J173859.27+614242.1	264.74695	61.711697																			17.82	0.13	16.34	0.08	15.27	0.1																								
11353	2MASS J17392515+2454421	264.8548	24.911694																			15.802	0.07	14.647	0.06	13.946	0.054																								
11354	WISE J17395322+5532451	264.97174	55.54586																			12.155	0.019	11.477	0.029	11.122	0.021																								
11355	WISE J174102.78-464225.5	265.26157	-46.707085																			15.786	0.075	14.534	0.054	13.438	0.035																								
11356	WISE J174113.12+132711.9	265.30466	13.453305																																																
11357	WISE J174336.62+154901.3	265.90259	15.816944																			14.46	0.03	13.79	0.03	13.5	0.04																								
11358	2MASSW J1743415+212707	265.92285	21.451918																			15.83	0.089	14.785	0.064	14.321	0.097																								
11359	CXOGC J174516.1-290315	266.31741	-29.054333																			11.49	0.024	9.172	0.027	7.888	0.026																								
11360	CXOGC J174528.6-285605	266.36923	-28.934694																			14.335		11.264	0.03	9.218	0.032																								
11361	DENIS-P J1745346-164053	266.39441	-16.68161																			13.646	0.029	12.879	0.021	12.402	0.023																								
11362	2MASS J17461199+5034036	266.54996	50.567665																			15.096	0.058	14.047	0.055	13.529	0.044																								
11363	2MASS J1748092+113944	267.03833	11.662222																			15.891	0.107	15.794	0.183	15.258	0.226																								
11364	WISE J174928.57-380401.6	267.36905	-38.067112																			14.16	0.03	13.59	0.02	13.46	0.04																								
11365	2MASSW J1750129+442404AB	267.55377	44.401112																			12.799	0.023	12.163	0.021	11.768	0.017																								
11366	SDSS J175024.01+422237.8	267.59937	42.377026																			16.467	0.101	15.415	0.088	15.482	0.168																								
11367	2MASS J17502484-0016151	267.60352	-0.27086112																			13.294	0.023	12.411	0.021	11.849	0.021																								
11368	SDSSp J175032.96+175903.9	267.63724	17.984501																			16.34	0.101	15.952	0.132	15.478	0.189																								
11369	2MASS J17540115+2627121	268.50476	26.453362																			11.906	0.025	10.553	0.027	9.535	0.023																								
11370	2MASS J1754544+164920	268.72696	16.822111																			15.762	0.091	15.531	0.15	14.788																									
11371	WISE J175510.28+180320.2	268.79282	18.055555																			16.02	0.09	16.02	0.09	16.02	0.09																								
11372	2MASS J17561080+2815238	269.04498	28.256611																			14.712	0.033	14.135	0.041	13.813	0.041																								
11373	IRAS 17535-1548	269.11099	-15.81275																			5.633	0.021	4.41	0.198	4.005	0.26																								
11374	v1309sco_back	269.392	-30.719667																			14.363	0.07	13.452	0.067	13.234	0.072																								
11375	V1309SCO	269.3927	-30.721306																																																
11376	Barnards Star	269.45206	4.6945834																			5.244	0.02	4.834	0.034	4.524	0.02																								
11377	SDSS J175805.46+463311.9	269.52274	46.55275																			16.152	0.088	16.254	0.218	15.465	0.191																								
11378	2MASS J18000116-1559235	270.00482	-15.989861																			13.431	0.024	12.521	0.03	11.981	0.03																								
11379	WISEP J180026.60+013453.1	270.11084	1.5814166																			14.3	0.04	13.12	0.04	12.42	0.03																								
11380	GL 701	271.28149	-3.0311944																			6.161	0.019	5.571	0.04	5.306	0.021																								
11381	2MASS J18064570+2923591	271.69043	29.39975																			14.198	0.026	13.426	0.035	12.935	0.023																								
11382	2MASSI J1807159+501531	271.81638	50.258778																			12.934	0.024	12.127	0.031	11.602	0.025																								
11383	WISE J180901.07+383805.4	272.25446	38.634834																			17.37	0.05																												
11384	2MASS J18091169-1754209	272.29868	-17.905806																			7.357	0.03	5.374	0.049	4.374	0.036																								
11385	WISE J180952.53-044812.5	272.46887	-4.8034725																			15.14	0.05	14.28	0.05	13.96	0.06																								
11386	LSPM J1810+4309	272.65079	43.150806																			15.341	0.05	14.945	0.081	14.657	0.12																								
11387	2MASS J18112466+3748513	272.85272	37.814251																			15.535	0.052	15.217	0.074	15.472	0.18																								
11388	2MASS J18131803+5101246	273.32513	51.023499																			15.884	0.092	14.835	0.073	14.393	0.083																								
11389	[PCB2009] F84	274.71564	-15.858945																			14.303	0.035	11.189	0.036	9.625	0.026																								
11390	2MASS J18212815+1414010	275.36731	14.233611																			13.431	0.024	12.396	0.019	11.65	0.021																								
11391	2MASS J1822433+531850	275.68042	53.313889																			15.399	0.049	14.656	0.064	14.667	0.136																								
11392	2MASS J18244344+2937133	276.18097	29.620361																			15.93	0.09	15.8	0.14	15.57																									
11393	LSR 1826+3014	276.54712	30.238916																			11.659	0.02	11.175	0.016	10.811	0.019																								
11394	1826+3014 Background Source	276.54712	30.238916																			11.659	0.02	11.175	0.016	10.811	0.019																								
11395	2MASS J18282794+1453337	277.11642	14.892694																			15.984	0.116	15.247	0.138	14.899	0.132																								
11396	2MASS J18283572-4849046	277.14883	-48.817944																			15.175	0.056	14.908	0.067	15.181	0.144																								
11397	2MASS J18284076+1229207	277.16983	12.489083																			14.703	0.043	14.232	0.05	13.666	0.065																								
11398	LHS 3390	277.28278	50.549583																			14.682	0.031	14.25	0.045	14.127	0.073																								
11399	WISE J183058.56+454257.4	277.74399	45.715946																			18.752		16.082	0.179	15.369	0.183																								
11400	2MASS J1835379+325954	278.90793	32.998333																			10.27	0.022	9.617	0.021	9.171	0.018																								
11401	2MASS J18355309-3217129	278.97122	-32.286915																			15.438	0.048	15.07	0.089	14.712	0.093																								
11402	2MASS J18365786-1556037	279.24109	-15.934361																			7.151	0.024	5.934	0.047	5.261	0.033																								
11403	2MASS J1839059+365547	279.77457	36.929722																			15.769	0.073	15.146	0.079	15.212	0.18																								
11404	WISE J183921.35-374431.0	279.83893	-37.741943																			11.23	0.02	10.7	0.02	10.47	0.02																								
11405	SDSS J183929.17+442438	279.87152	44.410557																			13.433	0.029	12.792	0.035	12.356	0.028																								
11406	2MASSW J1841086+311727	280.28586	31.291082																			16.158	0.091	14.971	0.066	14.22	0.07																								
11407	2MASS J18411320-4000124	280.30496	-40.003445																			15.938	0.07	15.022	0.099	15.225	0.148																								
11408	LHS 3406	280.8421	40.672501																			11.313	0.022	10.688	0.021	10.308	0.018																								
11409	1849-2350	282.25	-23.833334																																																
11410	WISE J185101.83+593508.6	282.75763	59.58572																			14.94	0.04	13.97	0.04	13.46	0.05																								
11411	WISE J185215.76+353716.7	283.06567	35.621304																			16.501	0.116	17.407		17.076																									
11412	2MASS J1852192+351453	283.07999	35.248055																			15.836	0.069	15.574	0.102	15.005	0.135																								
11413	2MASS J18530004-4133275	283.25018	-41.557636																			15.684	0.081	15.062	0.089	15.107	0.137																								
11414	WISE J18584722-2420518	284.69675	-24.347723																			13.147	0.028	12.478	0.03	12.067	0.026																								
11415	2MASS J1900498-301650	285.20752	-30.280556																			15.745	0.089	15.059	0.1	15.064	0.127																								
11416	2MASS J19010601+4718136	285.27502	47.303776																			15.856	0.071	15.468	0.092	15.641	0.286																								
11417	DENIS J19013910-3700170	285.4129	-37.004723																			14.257	0.029	13.045	0.033	12.296	0.026																								
11418	WISE J190624.74+450807.1	286.60309	45.135307																			16.32	0.108	16.129	0.214	16.107																									
11419	WISE J19064847+4011068	286.70197	40.185223																			13.078	0.024	12.26	0.023	11.771	0.018																								
11420	DENIS-P J1909081-193748	287.28421	-19.629972																			14.52	0.029	13.543	0.027	12.915	0.029																								
11421	2MASS J19163888-3700026	289.16199	-37.000721																			15.669	0.049	14.878	0.058	14.381	0.076																								
11422	Gl752A	289.229	5.167861																			5.583	0.03	4.949	0.027	4.673	0.02																								
11423	VB 10	289.24008	5.1505833																			9.908	0.025	9.226	0.026	8.765	0.022																								
11424	WISE J191915.54+304558.4	289.81476	30.766222																			15.97				13.95																									
11425	V 1451 Aql	290.10291	-10.560361																			2.305	0.334	1.428	0.254	1.12	0.292																								
11426	2MASS J19223062+6610194	290.62756	66.17205																			14.571	0.032	13.686	0.027	13.162	0.039																								
11427	2MASS J19233810-3308410	290.90875	-33.144726																			13.27				12.23																									
11428	2MASS J19240858+5506524 BG	291.03577	55.114555																			15.488	0.06	15.05	0.088	14.727	0.103																								
11429	NLTT 47780	291.03577	55.114555																			15.488	0.06	15.05	0.088	14.727	0.103																								
11430	WISE J192841.35+235604.9	292.1723	23.934694																			14.34	0.06	14.31	0.06	14.09	0.06																								
11431	2MASS J19285196-4356256	292.21649	-43.940445																			15.199	0.044	14.127	0.044	13.457	0.037																								
11432	SSSPM 1930-4311	292.42081	-43.176891																			14.794	0.032	14.23	0.056	14.091	0.058																								
11433	WISE J19323571+0133556	293.1488	1.5654444																			15.78	0.064	15.05	0.089	14.707	0.105																								
11434	2MASS J19323624-392109A	293.151	-39.352497																			9.076	0.039	8.257	0.026	8.261	0.034																								
11435	2MASS J19323624-392109B	293.151	-39.352497																			9.076	0.039	8.257	0.026	8.261	0.034																								
11436	DENIS JJ1934511-184134	293.71292	-18.692778																			14.28	0.14			13.13	0.11																								
11437	2MASS J19355595-2846343	293.98312	-28.776194																			13.953	0.027	13.18	0.022	12.712	0.029																								
11438	2MASS J19390462-4239251	294.76926	-42.656975																			14.157	0.027	13.42	0.042	12.938	0.034																								
11439	WISE J194128.98-342335.8	295.37076	-34.393059																			14.51	0.04	13.96	0.05	13.69	0.05																								
11440	2MASS J19415458+6826021	295.47742	68.433914																			15.99	0.075	15.2	0.095	14.711	0.089																								
11441	LHS 3480	296.09164	-22.514833																			13.052	0.027	12.531	0.023	12.247	0.026																								
11442	2MASS J19445221-0831036	296.21756	-8.5176668																			15.381	0.06	15.31	0.08	15.39	0.18																								
11443	LHS 3481	296.31152	-9.2994728																			13.836	0.026	13.269	0.026	13.029	0.03																								
11444	LEHPM 2-90	296.39563	-25.955278																			12.348	0.023	11.836	0.026	11.509	0.026																								
11445	1945-4149	296.4296	-41.821556																																																
11446	2MASS J19464850-1145202	296.70206	-11.755611																			14.695	0.032	13.899	0.033	13.359	0.027																								
11447	2MASS J19475198-3438572	296.96658	-34.649223																			15.043	0.041	14.324	0.051	14.012	0.055																								
11448	2MASS J19495702+6222440	297.48758	62.378887																			16.359	0.123	15.47	0.132	14.75	0.112																								
11449	2MASS J19223062+6610194	297.49197	-37.876553																			16.103	0.09	15.339	0.123	14.869	0.122																								
11450	WISE J195113.62-331115.7	297.80676	-33.187695																			15.71	0.06	15.02	0.07	14.51	0.07																								
11451	WISE J195311.04-022954.7	298.29599	-2.4983335																			15.64	0.05	15.64	0.05	15.64	0.05																								
11452	2MASS J19561542-1754252	299.06424	-17.907																			13.754	0.029	13.108	0.033	12.651	0.034																								
11453	LEHPM 2-15	299.23911	-42.268612																			12.383	0.022	11.995	0.022	11.661	0.028																								
11454	2MASS J20014571-3805580	300.44046	-38.099442																			16.001	0.076	15.048	0.068	15.119	0.144																								
11455	2MASS J20025073-0521524	300.71136	-5.3645554																			15.316	0.051	14.278	0.05	13.417	0.036																								
11456	2MASS J20033545+1158552	300.89771	11.981999																			15.807	0.085	15.535	0.147	14.97	0.135																								
11457	WISE J20070619-0409032	301.77579	-4.1508889																			14.626	0.036	13.965	0.042	13.587	0.048																								
11458	WISE J200804.71-083428.5	302.01962	-8.5745831																			16.37	0.12	16.69	0.31	15.66																									
11459	DENIS J20131080-1242440	303.29501	-12.712222																			14.672	0.035	13.873	0.024	13.299	0.033																								
11460	2MASS J20135152-2806020	303.46466	-28.100555																			14.242	0.03	13.461	0.028	12.944	0.027																								
11461	2MASS J20140681-0036482	303.52838	-0.6133889																			15.428	0.05	14.81	0.058	14.616	0.102																								
11462	WISE J20150266-0726503	303.76108	-7.4473057																			15.087	0.049	14.693	0.057	14.215	0.073																								
11463	LSPM J2015+2755	303.80566	27.917276																			15.839		14.907		15.225																									
11464	2MASS J2015137-125257	303.80707	-12.8825																			16.559	0.135	15.15	0.105	14.547	0.092																								
11465	LEHPM 2-845	306.21603	-34.377747																			16.837	0.179	15.63	0.133	16.192																									
11466	2MASS J20251960-2550480A	306.33163	-25.846668																			14.788	0.036	14.102	0.049	13.583	0.037																								
11467	2MASS J20251960-2550480B	306.33163	-25.846668																			14.788	0.036	14.102	0.049	13.583	0.037																								
11468	2MASS J20251960-2550480AB	306.33163	-25.846668																			14.038	0.036	13.352	0.049	12.833	0.037																								
11469	2MASS J20261584-2943124	306.56598	-29.720112																			14.802	0.03	13.946	0.025	13.36	0.034																								
11470	2MASS J20263647+0439400	306.65195	4.6611114																			14.158	0.031	13.466	0.036	12.929	0.03																								
11471	SDSS J202820.32+005226.5	307.08481	0.87402779																			14.298	0.035	13.377	0.031	12.793	0.03																								
11472	2MASS J20283175+6925116	307.13229	69.419884																			15.882	0.086	15.326	0.121	14.95	0.175																								
11473	WISE J203042.79+074934.7	307.67828	7.8263054																			14.23	0.03	13.44	0.03	13.32	0.04																								
11474	2MASS J20342948+6727398	308.62283	67.461052																			16.3	0.135	15.757	0.2	14.953	0.125																								
11475	2MASS J20343769+0827009	308.65704	8.4502497																			14.464	0.034	13.593	0.035	13.08	0.031																								
11476	2MASS J2035203-311008	308.83459	-31.168888																			13.194	0.026	12.584	0.022	12.162	0.019																								
11477	2MASS J20360316+1051295	309.01315	10.858194																			13.95	0.026	13.018	0.022	12.447	0.027																								
11478	LSR 2036+5059	309.09109	50.997307																			13.611	0.029	13.16	0.036	12.936	0.033																								
11479	LHS 3566	309.84906	-29.442638																			11.357	0.025	10.743	0.023	10.367	0.022																								
11480	WISE J204027.24+695923.7	310.11349	69.989716																			13.72	0.07	13.31	0.07	13.12	0.06																								
11481	2MASS J20414283-3506442	310.42847	-35.112278																			14.887	0.033	13.987	0.021	13.401	0.037																								
11482	LEHPM 2-349	310.59313	-47.369389																			16.424	0.107	15.68	0.133	15.775	0.256																								
11483	SDSS J204317.69-155103.4	310.8237	-15.850862																			16.625	0.162	16.054	0.197	15.402	0.214																								
11484	WISE J204356.42+622049.0	310.98511	62.346943																			15.6	0.07	14.7	0.07	14.42	0.07																								
11485	SDSS J204724.7+142152	311.85291	14.364445																			13.036	0.023	12.313	0.022	11.877	0.021																								
11486	SDSS J204749.61-071818.3	311.9566	-7.3048892																			16.946	0.198	15.909	0.2	14.99																									
11487	2MASS J20491972-1944324	312.33218	-19.742334																			12.853	0.024	12.227	0.023	11.786	0.021																								
11488	2MASS J20494090+1140068	312.42041	11.668556																			16.26	0.1	15.64	0.15	14.96	0.13																								
11489	LEHPM 2-246	312.6828	-33.976639																			13.815	0.027	13.146	0.023	12.854	0.031																								
11490	LEHPM 2-381	313.11713	-47.976723																			12.941	0.025	12.294	0.025	11.881	0.03																								
11491	SDSS J205235.31-160929.8	313.14645	-16.158556																			16.334	0.118	15.414	0.115	15.123	0.15																								
11492	2MASSI J2054358+151904	313.64935	15.317861																			16.37	0.129	15.425	0.109	14.983	0.141																								
11493	2MASS J2055213+194157	313.83875	19.699165																			15.984	0.08	15.449	0.103	15.45	0.178																								
11494	2MASSI J2057153+171515	314.31409	17.254278																			15.965	0.085	15.191	0.088	14.498	0.074																								
11495	2MASSI J2057540-025230	314.47537	-2.8750558																			13.121	0.024	12.268	0.024	11.724	0.025																								
11496	2MASS J20575592-0050060	314.483	-0.83499998																			14.974	0.033	14.226	0.037	13.77	0.045																								
11497	2MASS J2058508-391320	314.71167	-39.222221																			15.968	0.121	15.695	0.214	14.983	0.166																								
11498	2MASS J2059203+175223	314.83456	17.873056																			15.869	0.085	15.856	0.209	15.407	0.203																								
11499	2MASSW J2101154+175658	315.31433	17.94961																			16.853	0.171	15.861	0.182	14.892	0.116																								
11500	2MASS J21015750+0033294	315.48956	0.55816668																			9.553	0.021	8.771	0.049	8.318	0.025																								
11501	2MASSI J2104149-103736	316.06213	-10.626917																			13.841	0.029	12.975	0.025	12.369	0.024																								
11502	SDSS J210515.30-003701.5	316.31375	-0.61708337																			16.97	0.17	15.9	0.17	14.91	0.13																								
11503	SDSS J21071053+05014555	316.79388	5.0293059																			15.447		15.559	0.162	14.884	0.136																								
11504	2MASSI J2107316-030733	316.88205	-3.1260276																			14.2	0.032	13.443	0.031	12.878	0.03																								
11505	2MASS J21075409-4544064	316.97537	-45.735085																			14.915	0.032	13.953	0.038	13.38	0.034																								
11506	2MASS J21100889+2132483	317.53705	21.546749																			15.94	0.08	15.28	0.08	15.29	0.23																								
11507	V Z Cep	317.65631	-16.173637																			6.506	0.02	5.649	0.027	5.22	0.023																								
11508	WISE J21154359-3225404	318.93161	-32.427891																																																
11509	2MASS J2115579+084115	318.99124	8.6875																			15.8	0.103	15.527	0.205	14.6	0.125																								
11510	2MASS J21163374-0729200	319.14059	-7.4888887																			17.197	0.214	16.205	0.213	14.979	0.133																								
11511	2MASS J21171733-1836170	319.3222	-18.604723																			14.759	0.035	13.938	0.032	13.394	0.039																								
11512	WISE J211807.07-321713.5	319.52945	-32.286945																			15.45	0.05	14.56	0.05	14.09	0.06																								
11513	HB 2115-4518	319.63208	-45.097778																			13.425	0.025	12.768	0.027	12.368	0.03																								
11514	SDSS J211846.77-001044.6	319.69485	-0.17905556																			16.204	0.107	15.618	0.156	15.071	0.13																								
11515	SDSS J212033.89+102159	320.14124	10.366389																			13.544	0.027	12.857	0.028	12.423	0.026																								
11516	2MASS J21210987+6557255	320.29111	65.957077																			16.263	0.12	14.942	0.089	14.414	0.088																								
11517	LSR 2122+3656	320.7348	36.933392																			13.712	0.031	13.304	0.036	13.117	0.03																								
11518	WISE J212321.92-261405.1	320.84131	-26.234751																			17.44	0.26	17.3		15.85																									
11519	2MASS J21233110-2345180	320.87958	-23.754999																			13.584				12.54																									
11520	WISE J212354.78-365223.4	320.97824	-36.873055																			15.38	0.05	14.55	0.04	13.98	0.06																								
11521	SDSS J212413.89+010000.3	321.0578	0.99997222																			16.031	0.074	16.183	0.2	16.144																									
11522	2MASS J21263403-3143220	321.64178	-31.722778																			13.467	0.029	12.79	0.026	12.362	0.029																								
11523	HB 2124-4228	321.85876	-42.255001																			13.321	0.023	12.665	0.025	12.186	0.023																								
11524	2MASS J2129426-025836	322.42749	-2.9766667																			15.993	0.101	15.72	0.174	15.881	0.346																								
11525	HB 2126-4459	322.53583	-44.774166																			14.315	0.03	13.604	0.023	13.163	0.029																								
11526	2MASS J2130147-072057	322.56125	-7.3491669																			15.483	0.088	15.231	0.139	14.825	0.136																								
11527	2MASSW J2130446-084520	322.68597	-8.7556667																			14.137	0.032	13.334	0.032	12.815	0.033																								
11528	BRI 2128-0747	322.7771	-7.5722222																			6.173	0.026	5.316	0.026	4.757	0.023																								
11529	2MASS J21312183-0947595	322.84094	-9.7998619																			16.28	0.09	15.491	0.105	14.899	0.127																								
11530	SDSS J213154.43-011939.3	322.97681	-1.3270555																			17.396	0.263	15.781	0.194	15.559	0.21																								
11531	2MASS J21321145+1341584	323.04773	13.699555																			15.795	0.062	14.604	0.055	13.839	0.058																								
11532	SDSS J213240.36+102949.4	323.16815	10.497056																			16.594	0.139	15.366	0.113	14.634	0.1																								
11533	2MASS J21324898-1452544	323.20407	-14.881778																			15.714		15.382		15.268																									
11534	SDSS J213307.94+232159	323.28305	23.366388																			13.737	0.028	13.021	0.03	12.557	0.026																								
11535	SDSS J213352.72+101841.0	323.46976	10.311389																			16.878	0.171	15.833	0.174	15.236	0.171																								
11536	SDSS J213435.61+240408	323.64838	24.06889																			13.574	0.026	12.837	0.032	12.4	0.022																								
11537	LHS 6379 Background Source	323.82333	46.554832																			11.297	0.021	10.756	0.017	10.46	0.019																								
11538	LHS 6380	323.82333	46.554832																			11.297	0.021	10.756	0.017	10.46	0.019																								
11539	LHS 6379	323.82333	46.554832																			11.297	0.021	10.756	0.017	10.46	0.019																								
11540	2MASS J21371044+1450475	324.29349	14.846527																			14.133	0.03	13.302	0.033	12.815	0.033																								
11541	2MASS J21373742+0808463	324.40591	8.1461945																			14.774	0.032	13.606	0.035	13.019	0.027																								
11542	DENIS J21391360-3529500	324.80667	-35.497223																			14.47				13.36																									
11543	2MASS J21392676+0220226	324.86148	2.3396111																			15.264	0.049	14.165	0.053	13.582	0.045																								
11544	2MASS J21395208+2148397	324.96701	21.811028																			15.875	0.073	14.811	0.059	14.056	0.068																								
11545	2140+1625 Background Source	325.12208	16.421667																			13.463	0.024	12.845	0.024	12.619	0.025																								
11546	2MASSW J2140293+162518AB	325.12208	16.421667																			12.94	0.033	12.266	0.04	11.826	0.031																								
11547	2MASS J21403907+3655563	325.16278	36.932308																			15.61	0.068	15.071	0.077	14.675	0.107																								
11548	SDSS J214046.55+011259.7	325.19391	1.2165																			15.891	0.084	15.308	0.09	14.417	0.077																								
11549	LSPM J2142+2252	325.51627	22.874722																			15.976	0.1	15.742	0.153	15.538																									
11550	2MASS J21420580-3101162	325.5242	-31.021166																			15.844	0.067	14.767	0.054	13.965	0.05																								
11551	2142-3101 Background Source	325.5242	-31.021166																			15.844	0.067	14.767	0.054	13.965	0.05																								
11552	2MASS J2142398+312349	325.66583	31.396944																			15.796	0.081	15.373	0.136	15.525	0.224																								
11553	HN Peg B	326.11862	14.768806																			15.86	0.03	15.4	0.03	15.12	0.03																								
11554	SDSS J214527.82-073434.2	326.36594	-7.5761666																			15.588	0.066	14.918	0.083	14.305	0.08																								
11555	2MASS J21472764+0101040	326.86514	1.0177778																			14.566	0.035	13.931	0.048	13.468	0.041																								
11556	2MASS J21481628+4003593	327.06802	40.066498																			14.147	0.029	12.783	0.03	11.765	0.023																								
11557	2MASS J21483083+0020540	327.12845	0.34833333																			15.456	0.041	14.739	0.067	14.309	0.074																								
11558	SDSS J214956.55+060334	327.48566	6.0594444																			13.339	0.026	12.628	0.026	12.168	0.027																								
11559	2MASS J21512543-2441000	327.85599	-24.683332																			15.752	0.08	14.571	0.063	13.649	0.051																								
11560	SDSS J215125.90-000200.7	327.85791	-0.03352778																			15.75	0.073	15.089	0.093	14.856	0.119																								
11561	LEHPM 2-314	327.87036	-33.828861																			16.445	0.099	16.274	0.161	15.828	0.223																								
11562	2MASS J21513839-4853542	327.90997	-48.898392																			15.73	0.074	15.168	0.096	15.431	0.184																								
11563	2MASS J21513979+3402444	327.9158	34.045666																			16.704	0.149	15.796	0.167	14.983	0.113																								
11564	2MASS J21522609+0937575	328.10873	9.6326389																			15.19	0.032	14.08	0.036	13.343	0.034																								
11565	SDSS J215339.77+295005	328.41571	29.834723																			13.937	0.026	13.274	0.033	12.763	0.033																								
11566	2MASS J21542494-1023022	328.60391	-10.383945																			16.425	0.116	16.454	0.276	17.045																									
11567	2MASS J21543318+5942187	328.63824	59.705196																			15.661	0.07	15.765	0.168	15.338																									
11568	2MASS J2154345-105530	328.64374	-10.925																			16.44	0.121	15.069	0.082	14.199	0.069																								
11569	LHS 515	328.94946	-11.361695																			13.639	0.024	13.186	0.032	12.912	0.032																								
11570	2MASS J21555848+2345307	328.99365	23.758528																			15.833	0.067	15.05	0.082	14.268	0.069																								
11571	SV P 2312	329.25757	-14.113361																			1.912	0.266	0.977	0.276	0.624	0.326																								
11572	2MASS J21580457-1550098	329.51901	-15.836055																			15.04	0.04	13.867	0.033	13.185	0.036																								
11573	DENIS-P J220002.05-303832.9A	330.00839	-30.642416																			14.05	0.1	13.28	0.1	12.83	0.1																								
11574	DENIS-P J220002.05-303832.9B	330.00839	-30.642416																			14.36	0.1	13.57	0.1	13.09	0.1																								
11575	2MASS J2201236+213135	330.34833	21.526388																			15.695	0.076	15.411	0.123	14.751																									
11576	2MASS J22021302-0228558	330.55423	-2.4821668																			15.332	0.047	14.575	0.061	14.122	0.054																								
11577	2MASS J22044198-0036510	331.17493	-0.61416668																			15.726	0.062	14.884	0.063	14.49	0.073																								
11578	2MASSW J2206450-421721	331.68744	-42.289112																			15.555	0.066	14.447	0.061	13.609	0.055																								
11579	2MASSW J2208136+292121	332.05679	29.355972																			15.797	0.085	14.793	0.071	14.148	0.073																								
11580	2MASS J22092183-2711329	332.34094	-27.192471																			15.786		15.138		15.097																									
11581	GRH 2208-2007	332.70789	-19.873333																			14	0.033	13.498	0.033	13.151	0.038																								
11582	LHS 3768	332.7717	-19.668304																			14.453	0.029	13.936	0.047	13.862	0.062																								
11583	2MASS J22114470+6856262	332.93625	68.940613																			15.668	0.081	14.761	0.081	14.023	0.069																								
11584	2MASS J22120345+1641093	333.01437	16.685915																			11.431	0.025	10.831	0.025	10.556	0.02																								
11585	2MASS J22120703+3430351	333.0293	34.50975																			16.316	0.097	15.182	0.067	14.37	0.069																								
11586	2MASS J22134491-2136079	333.43713	-21.602167																			15.376	0.035	14.404	0.056	13.756	0.039																								
11587	WISE J221354.68+091139.4	333.47784	9.1942778																			17.044	0.219	16.046		16.092																									
11588	2220+1214 (background)	334.99881	12.247416																																																
11589	2220+1214 (background)	335.00238	12.244917																																																
11590	LEHPM 1-4592	335.2933	-19.96814																			14.193	0.031	13.742	0.035	13.484	0.043																								
11591	SDSS J2221531+1158219	335.47141	11.972833																			13.402	0.025	12.755	0.026	12.361	0.028																								
