SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPT_TYPE_REF	NIR_TYPE	NIR_TYPE_REF	LIT_TYPE	LIT_TYPE_REF	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_EXCESS	COLOR_EXTREMITY	LUMINOSITY_CLASS	METALLICITY_CLASS	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION_NAME	COMPANION_REF	SIMBAD_OTYPE	SIMBAD_NAME	SIMBAD_SPT	SIMBAD_SPT_REF	SIMBAD_SEP	PARALLAX	PARALLAX_E	PARALLEX_REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE	DISTANCE_E	MU	MU_E	MU_RA	MU_DEC	MU_REF	VTAN	VTAN_E	RV	RV_E	RV_REF	VSINI	VSINI_E	VSINI_REF	NOTE
11614	Gliese 866AB	J22383372-1517573	339.6405	-15.299251		M5 V				M5 V		VLM	6.553	0.019	5.954	0.031	5.537	0.02	0.04										mstd							BYDra	V* EZ Aqr	M5V	2002AJ....123.2002H		300	5	1963GCTP..C......0J			3.333	0.056	3259.08	7.07	2314	2295	2003ApJ...582.1011S	51.49350897	0.865466584	-60	2	1953GCRV..C......0W				
11615	WISE J223937.55+161716.1	J22393755+1617161	339.90646	16.287806	2011ApJS..197...19K			T3	2011ApJS..197...19K	T3	2011ApJS..197...19K	VLM	16.079	0.077	15.416	0.091	14.89		0.18																	brownD*	EQ J2239+1617	T3	2011ApJS..197...19K									482.83	14.14	410	255	2011ApJS..197...19K									
11616	2MASS J2240094+384830	J2240094+384830	340.03915	38.808334	2007AJ....133.2825R	galaxy?	2007AJ....133.2825R	galaxy	SPL	galaxy	2007AJ....133.2825R	GALAXY	14.762	0.032	13.54	0.028	12.796	0.026																																											
11617	2MASS J2241554+164752	J2241554+164752	340.4808	16.797777	BURGASSER-NP			M4	BURGASSER-NP	M4	BURGASSER-NP	VLM	15.952	0.086	15.713	0.18	15.505	0.211																																											
11618	2MASS J22425317+2542573	J22425317+2542573	340.72153	25.715918	2003AJ....125.3302G	L3	2007AJ....133..439C	L	2003AJ....125.3302G	L3	2007AJ....133..439C	VLM	14.812	0.039	13.744	0.028	13.048	0.034	0.2						FLD-G	SPL										brownD*	2MASSI J2242531+254257	L3	2009AJ....137....1F									411.47	21.93	409	-45	2008MNRAS.384.1399J									
11619	2MASS J2243323-152526	J2243323-152526	340.88458	-15.423889	2007AJ....133.2825R	galaxy?	2007AJ....133.2825R	galaxy	SPL	galaxy	2007AJ....133.2825R	GALAXY	16.004	0.08	14.945	0.076	14.192	0.063																																											
11620	SDSS J22434553-08215302	J22434553-08215302	340.93973	-8.3647223	2008AJ....135..785W	M8	2008AJ....135..785W			M8	2008AJ....135..785W	VLM	15.43	0.05	14.83	0.06	14.29	0.06	-0.07						INT-G	SPL										low-mass*	2MASS J22434552-0821529	M8V	2011AJ....141...97W																11		2011AJ....141...97W				
11621	LEHPM 1-5067	J22435582-3528200	340.98257	-35.472221	2004A&A...421..763P			esdM4:	BURGASSER-NP	esdM4:	BURGASSER-NP	VLM	15.863	0.083	15.425	0.109	15.449	0.202				esd							subdwarf							PM*	2MASS J22435616-3528286											581.81	28.28	280	-510	2003A&A...397..575P									
11622	2MASSW J2244316+204343	J22443167+2043433	341.13196	20.728695	2002AJ....124.1170D	L6.5	2008ApJ...689.1295K	L7 beta	2015ApJS..219...33G	L6.5	2008ApJ...689.1295K	VLM	16.476	0.14	14.999	0.066	14.022	0.073	0.72	RED			beta		INT-G	OTHER			young							brownD*	2MASS J22443167+2043433	L6.5	2008AJ....136.1290R									330.61	17.8	252	-214	2008MNRAS.384.1399J									
11623	2MASS J22453832-0722060	J22453832-0722060	341.40967	-7.3683333	2004AJ....127.2856B			M7pec	2004AJ....127.2856B	M7pec	2004AJ....127.2856B	VLM	16.11	0.09	15.56	0.11	15.38	0.17	-0.07						INT-G	SPL										brownD*	2MASS J22453832-0722060	M7pec	2004AJ....127.2856B																						
11624	SDSS J224605.41+141640.6BC	J22460536+1416417	341.52234	14.27825		M3e				M3e		VLM	13.255	0.031	12.822	0.039	12.604	0.041											companion binary	Y				SDSS J224605.41+141640.6A		Star	2MASS J22460536+1416417	M3V	2011AJ....141...97W																						
11625	SDSS J224605.41+141640.6A	J22460536+1416417	341.52234	14.27825	WES04A	M3e	WES04A			M3e	WES04A	VLM	13.255	0.031	12.822	0.039	12.604	0.041																		Star	2MASS J22460536+1416417	M3V	2011AJ....141...97W																						
11626	2MASS J22465014-0643357	J22465014-0643357	341.70892	-6.7265835	2004AJ....127.2856B			M5	2004AJ....127.2856B	M5	2004AJ....127.2856B	VLM	15.5	0.06	14.97	0.09	14.68	0.1	-0.03																	brownD*	2MASS J22465014-0643357	M5V	2004AJ....127.2856B																						
11627	2MASS J22490917+3205489	J22490917+3205489	342.28821	32.096916	2007AJ....133..439C	L5	2007AJ....133..439C			L5	2007AJ....133..439C	VLM	15.482	0.06	14.353	0.051	13.588	0.046	0.24						FLD-G	SPL										brownD*	2MASSI J2249091+320549	L5																							
11628	SDSSp J224953.45+004404.2AB	J22495345+0044046	342.47272	0.73461115	2002ApJ...564..466G	L3	2002AJ....123.3409H	L3 beta	2010ApJ...715..561A	L3	2002AJ....123.3409H	VLM	16.587	0.125	15.421	0.109	14.358	0.071	0.27				beta		INT-G	OTHER			young binary	Y																															
11629	SDSS J225003.72+143046.7	J22500372+1430467	342.5155	14.512972	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	14.944	0.037	14.19	0.045	13.729	0.048	0.1						FLD-G	SPL										low-mass*	2MASS J22500364+1430465	M9V	2011AJ....141...97W																-14		2011AJ....141...97W				
11630	DENIS-P J225210.73-173013.4	J22521073-1730134	343.04471	-17.503723	2004A&A...416L..17K			L7.5	2004A&A...416L..17K	L7.5	2004A&A...416L..17K	VLM	14.313	0.029	13.36	0.03	12.901	0.024	-0.27										binary	Y						brownD*	2MASS J22521073-1730134	T0	2014AJ....147...34S									433.29	28.28	405	154	2008MNRAS.384.1399J									binary: sep=0.14 at -18.5 deg (Reid et al. 2006)
11631	HD 216405C	J22530539-3751335	343.27246	-37.859303	2006MNRAS.368.1281P							VLM	15.93	0.078	15.352	0.088	14.698	0.088											companion					HD 216405AB																											
11632	2MASSI J2254188+312349	J22541892+3123498	343.57883	31.397167	2002ApJ...564..421B			T4	2006ApJ...637.1067B	T4	2006ApJ...637.1067B	VLM	15.262	0.047	15.018	0.081	14.902	0.147	0.2										tstd							brownD*	2MASSI J2254188+312349	T5.0	2002ApJ...564..421B									212.19	18.6	68	201	2008MNRAS.384.1399J									
11633	2MASSI J2254519-284025	J22545194-2840253	343.7164	-28.673695	2003AJ....126.2421C	L0.5	2003AJ....126.2421C	L0.5	2004A&A...416L..17K	L0.5	2003AJ....126.2421C	VLM	14.134	0.021	13.432	0.023	12.955	0.021	-0.11						FLD-G	SPL										brownD*	2MASS J22545194-2840253	L0.5	2003AJ....126.2421C									52.61	35.51	8	52	2008MNRAS.384.1399J									
11634	SDSSp J225529.09-003433.4	J22552907-0034336	343.87112	-0.57599998	2002AJ....123..458S	L0:	2002AJ....123..458S			L0:	2002AJ....123..458S	VLM	15.65	0.056	14.756	0.058	14.437	0.075	0.11						INT-G	SPL										brownD*	2MASS J22552907-0034336	L0	2008AJ....135..785W		16.19	2.59	2012ApJ...752...56F			61.767	9.881	179.64	3.16	-36	-176	2009AJ....137....1F	52.59499684	8.464683781							
11635	WISE J225540.75-311842.0	J22554075-3118420	343.9198	-31.311666	2011ApJS..197...19K			T8	2011ApJS..197...19K	T8	2011ApJS..197...19K	VLM	17.34	0.03	17.7	0.11			0.28																	brownD*	EQ J2255-3118	T8	2011ApJS..197...19K									278.18	572.24	-155	-231	2011ApJS..197...19K									
11636	ULAS J22585405+0113512	J22585405+0113512	344.72522	1.230889	2010MNRAS.404.1817Z	M9	2010MNRAS.404.1817Z			M9	2010MNRAS.404.1817Z	VLM	13.914	0.029	13.351	0.03	12.905	0.024	0.03						INT-G	SPL										brownD*	2MASS J22585403+0113515	M9V	2011AJ....141...97W									250.58	14.14	65	-242	2010MNRAS.404.1817Z			-18		2011AJ....141...97W				
11637	SDSS J225913.88-005158.2	J22591388-0051581	344.80783	-0.86613894	2002AJ....123.3409H	L2	2002AJ....123.3409H			L2	2002AJ....123.3409H	VLM	16.357	0.098	15.315	0.088	14.651	0.088	0.23						FLD-G	SPL										brownD*	2MASS J22591388-0051581	L2	2002AJ....123.3409H									108.07	24.04	84	68	2008MNRAS.384.1399J									
11638	ULAS J22592815-0000516A	J22592815-0000516	344.86731	-0.014333333	2010MNRAS.404.1817Z							VLM	14.557	0.038	13.95	0.034	13.63	0.049												Y	2010MNRAS.404.1817Z					brownD*	2MASS J22592809-0000518	L1.5	2010MNRAS.404.1817Z									48.51	31.11	7	-48	2010MNRAS.404.1817Z									Appears to be a misidentification in Zhang et al. (2010)
11639	ULAS J22592815-0000516B	J22592815-0000516	344.86731	-0.014333333	2010MNRAS.404.1817Z							VLM	14.557	0.038	13.95	0.034	13.63	0.049												Y	2010MNRAS.404.1817Z					brownD*	2MASS J22592809-0000518	L1.5	2010MNRAS.404.1817Z									48.51	31.11	7	-48	2010MNRAS.404.1817Z									Appears to be a misidentification in Zhang et al. (2010)
11640	2MASS J2300152+371720	J2300152+371720	345.06335	37.288887	BURGASSER-NP			sdM7	BURGASSER-NP	sdM7	BURGASSER-NP	VLM	15.655	0.073	15.45	0.107	14.746		-0.03			sd			VL-G	SPL			subdwarf																																
11641	WISE J230133.32+021635.0	J23013332+0216350	345.38885	2.2763889	2013ApJS..205....6M			T6.5	2013ApJS..205....6M	T6.5	2013ApJS..205....6M	VLM	16.36	0.01	16.7	0.03			0.29																	brownD*	2MASS J23013338+0216359	T6.5	2014yCat.5144....0M																						
11642	2MASS J2306292-050227	J2306292-050227	346.62167	-5.0408335	2000AJ....120.1085G	M8	2000AJ....120.1085G			M8	2000AJ....120.1085G	VLM	11.354	0.022	10.718	0.021	10.296	0.023	-0.06						INT-G	SPL										brownD*	2MASS J23062928-0502285	M8	2007AJ....133.2258S		82.58	2.58	2006AJ....132.1234C			12.109	0.378	1035.84	2.55	922.1	-471.9	2006AJ....132.1234C	59.45588231	1.863284036	-56.3	3	2009ApJ...705.1416R				
11643	SDSS J230809.9-313122	J2308099-313122	347.04126	-31.522778	2008AJ....135..785W	M7	2008AJ....135..785W			M7	2008AJ....135..785W	VLM	13.624	0.024	12.965	0.029	12.58	0.027	-0.01						FLD-G	SPL										brownD*	2MASSI J2308099-313122	M7																							
11644	DENIS J2308113-272200	J2308113-272200	347.04709	-27.366667	2010A&A...517A..53M	L1.5	2010A&A...517A..53M			L1.5	2010A&A...517A..53M	VLM	14.662	0.034	13.833	0.037	13.332	0.037	0.04						INT-G	SPL										PM*	2MASS J23081134-2722001											597.23	66.85	491	-340	2005A&A...435..363D									
11645	2MASS J23092857+3246175	J23092857+3246175	347.36905	32.771526	2010ApJS..190..100K			M8	2010ApJS..190..100K	M8	2010ApJS..190..100K	VLM	15.515	0.047	14.841	0.062	14.228	0.062	-0.01						INT-G	SPL										Star	2MASS J23092857+3246175	M8	2010ApJS..190..100K									320	69.97	-164.81	-274.29	2010ApJS..190..100K									
11646	SSSPM J2310-1759	J23101846-1759090	347.5769	-17.985834	2002A&A...389L..20L	L0:	2007AJ....133..439C	L1	2005A&A...440.1061L	L0:	2007AJ....133..439C	VLM	14.376	0.032	13.578	0.032	12.969	0.026	0.06						FLD-G	SPL										brownD*	SSSPM J2310-1759	L1	2002A&A...389L..20L		36.4	6.9	2013AJ....146..161M			27.473	5.208	298.09	7.16	10.7	-297.9	2013AJ....146..161M	38.81748773	7.417078151							
11647	NLTT 56194	J23134727+2117294	348.44696	21.2915	2000AJ....120.1085G	M7.5	2009ApJ...699..649S			M7.5	2009ApJ...699..649S	VLM	11.421	0.02	10.761	0.022	10.443	0.017	0.01								Hyades		young hyades							CataclyV*	RX J2313.7+2117	M7.5V	2009ApJ...699..649S									256.68		254	-37	2005AJ....129.1483L			-1.6	0.3	2012ApJ...758...56S				"X-ray source listed as CV in SIMBAD, probably Hyades"
11648	PSO J348.8808+06.2873	J23153139+0617142	348.8807917	6.28722778	2015ApJ...814..118B			L2.0	SPL	L2	2015ApJ...814..118B	VLM	15.861	0.083	14.757	0.07	14.065	0.064	0.436	RED					VL-G	SPL			young															52.98	11.78	52.9812	11.782														
11649	SDSS J231725.15-005433.6	J23172515-0054336	349.3548	-0.90933329	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	15.678	0.064	15.141	0.088	14.742	0.105	0.05						FLD-G	SPL										brownD*	2MASS J23172512-0054333	M8V	2011AJ....141...97W									67.27	16.97	67	6	2010MNRAS.404.1817Z			-8		2011AJ....141...97W				
11650	2MASS J23174712-4838501	J23174712-4838501	349.44632	-48.647251	2010ApJS..190..100K	L4 pec	2010ApJS..190..100K	L5 gamma	2015ApJS..219...33G	L4 pec	2010ApJS..190..100K	VLM	15.15	0.038	13.925	0.021	13.181	0.029	0.24				gamma		LOW-G	OTHER			young							brownD*	2MUCD 20994	L5	2014AJ....147...34S									370	169.71	261.63	261.63	2010ApJS..190..100K									
11651	2318+0029	J2318+0029	349.5	0.48333332				WD?		WD?		WD																	wd																																
11652	2318+0102	J2318+0102	349.5	1.0333333				M		M		VLM																																																	
11653	2MASS J23185497-1301106	J23185497-1301106	349.72903	-13.01961	2013AJ....146..161M			T5	2013AJ....146..161M	T5	2013AJ....146..161M	VLM	15.553	0.062	15.237	0.104	15.024	0.131	0.12																	brownD*	2MASS J23185497-1301106	T5	2013AJ....146..161M																						
11654	WISE J231939.14-184404.4	J23193914-1844044	349.91309	-18.734556	2011ApJS..197...19K			T7.5	2011ApJS..197...19K	T7.5	2011ApJS..197...19K	VLM	17.433	0.229	17.225		16.009		-0.42	BLUE																brownD*	EQ J2319-1844	T7.5	2011ApJS..197...19K									245.88	33.3	69	236	2011ApJS..197...19K									
11655	LHS 3933	J23200703+1150071	350.0293	11.835305	MNT83A	M6.5	2005PASP..117..676R			M6.5	2005PASP..117..676R	VLM	12.482	0.024	11.815	0.024	11.444	0.025	-0.07						FLD-G	SPL										PM*	LHS 3933	M:										608.53		414	-446	2005AJ....129.1483L									
11656	2MASS J2320292+412341	J2320292+412341	350.1217	41.394726	CRU13A	L1				L1		VLM	14.585	0.039	13.764	0.038	13.192	0.041	0.19						FLD-G	SPL																																			
11657	2MASS J23211254-1326282	J23211254-1326282	350.30225	-13.441167	2007MNRAS.374..445K			L1	2007MNRAS.374..445K	L1	2007MNRAS.374..445K	VLM	14.5	0.032	13.58	0.026	13.136	0.033	0.17						FLD-G	SPL										brownD*	2MASS J23211254-1326282	L1	2009AJ....137....1F									575.97	50.91	550	-171	2009AJ....137....1F									
11658	SDSS J232136.11-002819.1	J23213611-0028191	350.40045	-0.47197223	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	15.476	0.056	14.98	0.079	14.438	0.08	0.09						FLD-G	SPL										brownD*	2MASS J23213609-0028190	M8V	2011AJ....141...97W									36.06	19.8	-30	-20	2010MNRAS.404.1817Z			-8		2011AJ....141...97W				
11659	WISE J232219.45-140726.2	J23221945-1407262	350.58105	-14.123889	2014ApJ...787..126L			L1 pec (blue)	2014ApJ...787..126L	L1 pec (blue)	2014ApJ...787..126L	VLM	15.99	0.07	15.99	0.07	15.99	0.07	-0.17						INT-G	SPL			blue							IR	2MASS J23221914-1407238																								
11660	SDSS J232246.84-313323	J23224684-313323	350.69519	-31.556389	2008AJ....135..785W	L0:	2008AJ....135..785W			L0:	2008AJ....135..785W	VLM	13.577	0.027	12.789	0.023	12.324	0.024	-0.09						INT-G	SPL										brownD*	2MASS J23224684-3133231	L0	2009AJ....137....1F		58.6	5.6	2012ApJ...752...56F			17.065	1.631	562.13	10.54	-194.8	-527.3	2012ApJ...752...56F	45.46937622	4.427984118							
11661	2MASS J2322587+430146	J2322587+430146	350.7446	43.029446	BURGASSER-NP			M5	BURGASSER-NP	M5	BURGASSER-NP	VLM	15.844	0.094	15.566	0.141	14.844	0.116	0.05																																										
11662	SDSS J232313.4-024435	J2323134-024435	350.80585	-2.7430556	2008AJ....135..785W	M8.5	2008AJ....135..785W			M8.5	2008AJ....135..785W	VLM	13.58	0.026	12.925	0.031	12.481	0.027	-0.03						INT-G	SPL	Beta Pic	2015ApJS..219...33G								brownD*	2MASSI J2323134-024435	M8.5	2004ApJ...604L..61C																						
11663	2MASS J2325168-043101	J2325168-043101	351.32001	-4.5169444	BURGASSER-NP			sdM7	BURGASSER-NP	sdM7	BURGASSER-NP	VLM	15.915	0.079	15.265	0.104	15.288	0.175				sd							subdwarf																																
11664	2MASS J23254530+4251488	J23254530+4251488	351.43872	42.863556	2007AJ....133..439C	L8	2007AJ....133..439C			L8	2007AJ....133..439C	VLM	15.493	0.05	14.452	0.045	13.764	0.046	0																	brownD*	2MASSI J2325453+425148	L8	2007AJ....133.2258S									280	100	0	-280	2007AJ....133.2258S									
11665	2MASS J2325560-025950	J2325560-025950	351.48334	-2.9972222	2008AJ....136.1290R	L3:				L3:		VLM	15.961	0.078	14.935	0.07	14.115	0.057	0.21						INT-G	SPL	AB Doradus	2015ApJS..219...33G	young							IR	2MASS J23255604-0259508	L3.0	2010ApJ...710.1142B																						
11666	2MASS J23270985+2341364	J23270985+2341364	351.79108	23.693443	2004AJ....127.2856B			M7.5e	2004AJ....127.2856B	M7.5e	2004AJ....127.2856B	VLM	15.99	0.1	15.75	0.17	15.4	0.2	-0.13						INT-G	SPL										brownD*	2MASS J23270985+2341364	M7.5Ve:	2004AJ....127.2856B																						
11667	WISE J232728.74-273056.6	J23272874-2730566	351.86978	-27.515722	2011ApJS..197...19K			L9	2011ApJS..197...19K	L9	2011ApJS..197...19K	VLM	16.681	0.145	15.481	0.103	14.756	0.096	0.24																																										
11668	SDSS J232804.58-103845.7	J23280459-1038452	352.0191	-10.645888	2006AJ....131.2722C			L3.5	2006AJ....131.2722C	L3.5	2006AJ....131.2722C	VLM	17.005	0.171	15.841	0.139	15.083	0.126	0.25						FLD-G	SPL										brownD*	2MASS J23280459-1038452	L2	2014AJ....147...34S									38.33	21.21	-10	-37	2009AJ....137....1F									
11669	2MASS J23294790-1607550	J23294790-1607551	352.44958	-16.131973	2010ApJS..190..100K	M9.5	2010ApJS..190..100K	M9	2010ApJS..190..100K	M9.5	2010ApJS..190..100K	VLM	13.395	0.03	12.71	0.024	12.266	0.028	0.06						INT-G	SPL										brownD*	2MASSI J2329479-160755	M9	2003AJ....126.2421C									560	50.09	-39.06	-558.64	2010ApJS..190..100K									
11670	LSPM J2329+5055	J23295021+5055528	352.4592	50.931335				sdM6	BURGASSER-NP	sdM6	BURGASSER-NP	VLM	15.422	0.052	14.882	0.077	14.728	0.094	-0.03			sd							subdwarf							PM*	2MASS J23295021+5055528											317.57		265	-175	2005AJ....129.1483L									
11671	2MASS J23302258-0347189	J23302258-0347189	352.59406	-3.7885833	2007AJ....133..439C	L1:	2007AJ....133..439C			L1:	2007AJ....133..439C	VLM	14.475	0.03	13.745	0.03	13.121	0.034	-0.01						FLD-G	SPL										brownD*	2MASSI J2330225-034718	L1	2009AJ....137....1F									234.2	22.02	232	32	2008MNRAS.384.1399J									
11673	HD 221356BC	J23310217-0406248	352.75903	-4.1068888	2000AJ....120.1085G	M9+L3	2007ApJ...667..520C	M8+L3	2007ApJ...667..520C	M9+L3	2007ApJ...667..520C	VLM	12.938	0.024	12.294	0.026	11.954	0.03	-0.05						FLD-G	SPL	Field	2015ApJS..219...33G	binary companion	Y				HD 221356A																											
11674	LSPM J2331+4607N	J23311807+4607310	352.82529	46.125275				d/sdM7	BURGASSER-NP	d/sdM7	BURGASSER-NP	VLM	15.922	0.195	15.564	0.131	15.177	0.135	-0.19			d/sd			VL-G	SPL			subdwarf																																
11675	LSPM J2331+4607S	J23311819+4607273	352.82578	46.124249				sdM6	BURGASSER-NP	sdM6	BURGASSER-NP	VLM	14.453	0.037	13.996	0.05	13.825	0.05				sd							subdwarf																																
11676	2MASS J23312378-4718274	J23312378-4718274	352.84906	-47.30761	2004AJ....127.2856B			T5	2006ApJ...637.1067B	T5	2006ApJ...637.1067B	VLM	15.659	0.068	15.51	0.149	15.389	0.196	0.51	RED																brownD*	2MASS J23312378-4718274	T5	2000ApJ...531L..57B									72	48.83	72	0	2008MNRAS.390.1517C									
11677	2MASS J23312935+1552220	J23312935+1552220	352.87228	15.872778		L0				L0		VLM	15.057	0.041	14.196	0.037	14	0.067	0.04						FLD-G	SPL										brownD*	2MASS J23312938+1552228	L0	2008AJ....135..785W									163.64	8.49	-136	-91	2010MNRAS.404.1817Z			-13.2		2008AJ....135..785W				
11678	HD 221356D	J23313159-0405293	352.88162	-4.0914721	2012MNRAS.427.2457G			L1	2012MNRAS.427.2457G	L1	2012MNRAS.427.2457G	VLM	13.763	0.038	13.209	0.026	12.755	0.025	-0.07						FLD-G	SPL			companion					HD 221356ABC																											short wavelength end contaminated by primary
11679	SDSS J233224.38-005025	J23322438-005025	353.10159	-0.84027773	2008AJ....135..785W	M8	2008AJ....135..785W			M8	2008AJ....135..785W	VLM	13.65	0.024	13.038	0.021	12.606	0.029	0.01						FLD-G	SPL										low-mass*	2MASS J23322437-0050251	M9V	2011AJ....141...97W									81.1	6.36	81	-4	2008AJ....135..785W			6		2011AJ....141...97W				
11680	LSPM J2332+5102	J23324713+5102189	353.19638	51.038582				sdM6/7	BURGASSER-NP	sdM6/7	BURGASSER-NP	VLM	15.217	0.042	14.834	0.067	14.485	0.071				sd							subdwarf							PM*	2MASS J23324713+5102189											313.85		312	34	2005AJ....129.1483L									
11681	SDSS J233350.76-000011.3	J23335076-0000113	353.46149	-0.003138889	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	15.519	0.055	14.811	0.051	14.534	0.08	0.04						FLD-G	SPL																																			
11682	2MASS J23335838+0050110	J23335838+0050110	353.49323	0.83638889		M9				M9		VLM	15.013	0.04	14.398	0.042	13.841	0.05	-0.02						INT-G	SPL										brownD*	2MASS J23335840+0050119	M9V	2011AJ....141...97W									165.89	19.8	161	40	2010MNRAS.404.1817Z									
11683	2MASS J23343177-1509294	J23343177-1509294	353.63239	-15.158166	2010ApJS..190..100K			M8.5	2010ApJS..190..100K	M8.5	2010ApJS..190..100K	VLM	15.061	0.051	14.296	0.047	13.927	0.049	0.02						FLD-G	SPL										Star	2MASS J23343177-1509294	M8.5	2010ApJS..190..100K									260	50.29	247.28	80.34	2010ApJS..190..100K									
11684	NLTT 57259	J23343735-1646042	353.65564	-16.767834	2010ApJS..190..100K			<M3	2010ApJS..190..100K	<M3	2010ApJS..190..100K	VLM	15.778	0.069	15.292	0.085	14.951	0.126																																											
11685	NLTT 57262	J23343785-1646156	353.65771	-16.771	2010ApJS..190..100K			<M3	2010ApJS..190..100K	<M3	2010ApJS..190..100K	VLM	13.783	0.03	13.206	0.034	12.675																																												
11686	LSPM J2334+0250	J23345156+0250419	353.71484	2.8449721				d/sdM7	BURGASSER-NP	d/sdM7	BURGASSER-NP	VLM	14.721	0.035	14.212	0.044	13.987	0.044	0.01			d/sd			VL-G	SPL			subdwarf							PM*	2MASS J23345156+0250419											378.11		29	-377	2005AJ....129.1483L									
11687	SDSS J23352642+0817213	J23352642+0817213	353.86011	8.2892504	2010AJ....139.1808S	L0	2010AJ....139.1808S			L0	2010AJ....139.1808S	VLM	14.72	0.03	13.95	0.04	13.38	0.03	-0.05						INT-G	SPL										brownD*	2MASS J23352640+0817214	M9V	2011AJ....141...97W									57.58	28.89	55.8	-14.2	2010AJ....139.1808S			18		2011AJ....141...97W				
11688	SDSS J233548.58+150851.3	J23354858+1508513	353.95242	15.147583	2008AJ....135..785W	M9	2008AJ....135..785W			M9	2008AJ....135..785W	VLM	15.886	0.068	14.968	0.069	14.581	0.068	0						INT-G	SPL										brownD*	2MASS J23354858+1508513	M9V	2011AJ....141...97W									186.12	16.97	164	-88	2010MNRAS.404.1817Z			-7		2011AJ....141...97W				
