SOURCE_KEY	NAME	DESIGNATION	RA	DEC	DISCOVERY_REFERENCE	OPT_TYPE	OPT_TYPE_REF	NIR_TYPE	NIR_TYPE_REF	LIT_TYPE	LIT_TYPE_REF	OBJECT_TYPE	J_2MASS	J_2MASS_E	H_2MASS	H_2MASS_E	KS_2MASS	KS_2MASS_E	JK_EXCESS	COLOR_EXTREMITY	LUMINOSITY_CLASS	METALLICITY_CLASS	GRAVITY_CLASS_OPTICAL	GRAVITY_CLASS_OPTICAL_REF	GRAVITY_CLASS_NIR	GRAVITY_CLASS_NIR_REF	CLUSTER	CLUSTER_REF	LIBRARY	BINARY	BINARY_REF	SBINARY	SBINARY_REF	COMPANION_NAME	COMPANION_REF	SIMBAD_OTYPE	SIMBAD_NAME	SIMBAD_SPT	SIMBAD_SPT_REF	SIMBAD_SEP	PARALLAX	PARALLAX_E	PARALLEX_REF	DISTANCE_PHOT	DISTANCE_PHOT_E	DISTANCE	DISTANCE_E	MU	MU_E	MU_RA	MU_DEC	MU_REF	VTAN	VTAN_E	RV	RV_E	RV_REF	VSINI	VSINI_E	VSINI_REF	NOTE
12439	2MASS J04414565+2301580	J04414565+2301580	70.44020833	23.03277778				M5.0	SPL	M5.0	SPL	VLM	10.738	0.022	10.096	0.021	9.854	0.018									Taurus	2009ApJ...703..399L	young	Y						**	2MASS J04414565+2301580											22.79846486		5.6	-22.1	2012yCat.1322....0Z									
12441	2MASS J04440164+1621324	J044401644+16213241	71.00683333	16.35900278				M7.0	SPL	M6	2014ApJ...784..126E	VLM	13.353	0.023	12.768	0.022	12.382	0.024	0.051						VL-G	SPL	Taurus	2014ApJ...784..126E	young							IR	2MASS J04440164+1621324	M6	2014ApJ...784..126E	4.60034362																					
12442	2MASS J04480632+1551251	J044806329+15512512	72.02633333	15.85697778				L2.0	SPL	M4.5	2014ApJ...784..126E	STAR	13.708	0.023	12.629	0.028	11.976	0.02									Taurus	2014ApJ...784..126E	young							IR	2MASS J04480632+1551251	M4.5	2014ApJ...784..126E	11.41356858																					
12443	2MASS J04485745+2913521	J04485745+2913521	72.24120833	29.23111389				M7.0	SPL	M6	2014ApJ...784..126E	VLM	11.906	0.025	11.379	0.029	11.037	0.018							VL-G	SPL	Taurus	2014ApJ...784..126E	young							IR	2MASS J04485745+2913521	M6	2014ApJ...784..126E																						
12444	2MASS J04485789+2913548	J044857890+29135483	72.24120833	29.23189722						M	2014ApJ...784..126E	STAR	13.483	0.025	12.177	0.023	11.045	0.022									Taurus	2014ApJ...784..126E	young							IR	2MASS J04485789+2913548	M	2014ApJ...784..126E	14.15736416																					
12445	1RXS J045053.5+213927	J045053565+21392330	72.72316667	21.65647222				M4.0	SPL	M4.0	SPL	STAR	10.469	0.025	9.81	0.027	9.569	0.018									Taurus	2017AJ....153...46L	young							Star	1RXS J045053.5+213927			13.5093792																					
12446	2MASS J04552333+3027366	J045523330+30273662	73.84720833	30.46017222				M8.0	SPL	M6.2		VLM	13.062	0.024	12.384	0.023	11.966	0.021	0.16						VL-G	SPL	Taurus	2007AJ....134..411M	young							brownD*	2MASS J04552333+3027366	M6.2		3.773716608																					
12447	2MASS J04554757+3028077	J045547573+30280773	73.94820833	30.46881389				M6.0	SPL	M4.7		STAR	11.051	0.024	10.313	0.024	9.984	0.021									Taurus	2007AJ....134..411M	young							YSO	2MASS J04554757+3028077	M4.7		1.4138797																					
12448	2MASS J04555288+3006523	J045552887+30065232	73.97033333	30.11453333				M6.0	SPL	M5.2		VLM	11.645	0.021	11.034	0.016	10.734	0.019									Taurus	2007AJ....134..411M	young							YSO	2MASS J04555288+3006523	M5.2		1.7857446																					
12450	2MASS J04591832+2840577	J04591661+2840468	74.81920833	28.67946667								GALAXY	16.48	0.12	14.99	0.1	14.08	0.06																		Galaxy	2MASS J04591832+2840577																								
12451	2MASS J05073903+2311068	J050739033+23110680	76.912625	23.18522222				M5.0	SPL	M4.5	2014ApJ...784..126E	STAR	12.207	0.02	11.525	0.02	11.233	0.018									Taurus	2014ApJ...784..126E	young							Candidate_YSO	2MASS J05073903+2311068	M4.5	2014ApJ...784..126E	9.243145269																					
12452	2MASS J05080709+2427123	J05080709+2427123	77.02954167	24.45334167				M4.0	SPL	M4	2014ApJ...784..126E	STAR	11.396	0.022	10.701	0.022	10.481	0.018									Taurus	2014ApJ...784..126E	young							IR	2MASS J05080709+2427123	M4	2014ApJ...784..126E																						
12453	2MASS J05122759+2253492	J051227596+22534929	78.11495833	22.897025				M4.0	SPL	M2eIV-V	2010AJ....139.1338F	STAR	10.228	0.021	9.462	0.028	9.245	0.021									Taurus	2017AJ....153...46L	young							Star	2MASS J05122759+2253492	M2eIV-V	2010AJ....139.1338F	14.35467237																					
12454	V* AA Tau	J043455424+24285316	68.73091667	24.48143333						K5Ve	1977ApJ...214..747H	STAR	9.433	0.024	8.546	0.023	8.047	0.024									Taurus	2017AJ....153...46L	young							TTau*	V* AA Tau	K5Ve	1977ApJ...214..747H	6.727908576								14.78681845	6.5	1.6	-14.7	2003yCat.1289....0Z			34		1949ApJ...110..424J				
12455	V* AB Aur	J04554582+3033043	73.94091667	30.55111944						A0Ve	2013ApJ...771..110M	STAR	5.936	0.018	5.062	0.02	4.23	0.016									Taurus	2017AJ....153...46L	young							TTau*	V* AB Aur	A0Ve	2013ApJ...771..110M		7.18	0.96	2007A&A...474..653V			139.275766	18.62182944	24.86945516		2.63	-24.73	2007A&A...474..653V			8.9	0.9	2006AstL...32..759G				
12456	V* BP Tau	J04191583+2906269	64.81595833	29.10724722						K5/7Ve	1977ApJ...214..747H	STAR	9.1	0.04	8.22	0.024	7.736	0.023									Taurus	2017AJ....153...46L	young							TTau*	V* BP Tau	K5/7Ve	1977ApJ...214..747H		13.02	6.85	2007A&A...474..653V			76.80491551	40.40811607	30.96363028		10.58	-29.1	2007A&A...474..653V			16.18	0.66	2011AAS...21743412C				
12457	V* BS Tau A	J045851413+28312417	74.71420833	28.52338056						M2.5	2014ApJ...784..126E	STAR	10.389	0.024	9.562	0.022	9.147	0.02									Taurus	2014ApJ...784..126E	young	Y				V* BS Tau B		Orion_V*	V* BS Tau A	M2.5	2014ApJ...784..126E	16.17618565								23.05319934	5.4	13.2	-18.9	2012yCat.1322....0Z									
12458	V* BS Tau B	J045851413+28312417	74.71420833	28.52338056				M8.0	SPL	M5.5	2014ApJ...784..126E	VLM	10.389	0.024	9.562	0.022	9.147	0.02									Taurus	2014ApJ...784..126E	young	Y				V* BS Tau A		Orion_V*	V* BS Tau B	M5.5	2014ApJ...784..126E	16.17618565								23.05319934	5.4	13.2	-18.9	2012yCat.1322....0Z									
12459	CFHT 1	J043415272+22503096	68.563625	22.84193333				L7.0	SPL	M7	2010A&A...515A..91M	VLM	13.74	0.027	12.537	0.024	11.849	0.018	0.891						VL-G	SPL	Taurus	2017AJ....153...46L	young							YSO	2MASS J04341527+2250309	M7	2010A&A...515A..91M	5.047088021				43.75652913	7.504329805	43.75652913	7.504329805														
12462	2MASS J05062332+2432199	J050623327+24321995	76.59716667	24.538875				M4.0	SPL	M4:		STAR	10.421	0.022	9.712	0.026	9.459	0.022									Taurus	2017AJ....153...46L	young							TTau*	2MASS J05062332+2432199	M4:		26.86053055																					
12463	2MASS J05075496+2500156	J050754966+25001561	76.979	25.00433611				M4.0	SPL	M3.5		STAR	11.415	0.021	10.705	0.021	10.4	0.018									Taurus	2017AJ....153...46L	young							TTau*	2MASS J05075496+2500156	M3.5		27.14496781																					
12464	2MASS J05044139+2509544	J050441399+25095440	76.17245833	25.16511111				M9.0	SPL	M3.5		STAR	10.913	0.024	10.01	0.03	9.597	0.019									Taurus	2017AJ....153...46L	young							TTau*	2MASS J05044139+2509544	M3.5		0.360255903																					
12465	[BCG93]  9 A	J050522861+25313123	76.34525	25.52534167						M0		STAR	12.81	0.04	11.91	0.04	11.161	0.029									Taurus	2017AJ....153...46L	young	Y				[BCG93]  9 B		TTau*	[BCG93]  9 A	M0		20.93797741																					
12466	[BCG93]  9 B	J050522861+25313123	76.34525	25.52534167				M9.0	SPL	M9.0	SPL	VLM	12.81	0.04	11.91	0.04	11.161	0.029									Taurus	2017AJ....153...46L	young	Y				[BCG93]  9 A		TTau*	[BCG93]  9 B																								
12467	V* CI Tau	J043352005+22503018	68.46666667	22.84171667						K4IVe	2006A&A...460..695T	STAR	9.48	0.02	8.43	0.04	7.793	0.02									Taurus	2017AJ....153...46L	young							TTau*	V* CI Tau	K4IVe	2006A&A...460..695T	10.04339132								16.79672587	6.5	-1.8	-16.7	2003yCat.1289....0Z			16.2		2006A&A...460..695T	10.8	1.2	2006A&A...460..695T	
12468	CoKu Tau-Aur Star 4	J044116813+28400006	70.32004167	28.66668333						M1.5e	1980AJ.....85...29C	STAR	10.16	0.03	9.077	0.024	8.656	0.019									Taurus	2017AJ....153...46L	young							pMS*	CoKu Tau-Aur Star 4	M1.5e	1980AJ.....85...29C	10.13076444								19.26343687	4.3	4.2	-18.8	2012yCat.1322....0Z									
12469	V* CW Tau	J041417003+28105784	63.57083333	28.18273333						K0Ve	1977ApJ...214..747H	STAR	9.557	0.022	8.243	0.027	7.127	0.023									Taurus	2017AJ....153...46L	young							TTau*	V* CW Tau	K0Ve	1977ApJ...214..747H	7.587946311								31.42117121	6	15.2	-27.5	2003yCat.1289....0Z									
12470	V* CX Tau	J041447865+26481101	63.69941667	26.80305833				M4.0	SPL	M1.5Ve	1949ApJ...110..424J	STAR	9.867	0.022	9.054	0.024	8.807	0.019									Taurus	2017AJ....153...46L	young							TTau*	V* CX Tau	M1.5Ve	1949ApJ...110..424J	7.504056898															6		1949ApJ...110..424J				
12471	V* CY Tau	J041733726+28204685	64.3905	28.34634722						M1.5	2012A&A...538L...3R	STAR	9.828	0.02	8.97	0.024	8.597	0.021									Taurus	2017AJ....153...46L	young							Orion_V*	V* CY Tau	M1.5	2012A&A...538L...3R	8.771904978								26.25452342	3	8.9	-24.7	2003yCat.1289....0Z			-48		1949ApJ...110..424J				
12472	V* CZ Tau	J041831587+28165853	64.63158333	28.282925						M2	2012ApJS..202....7X	STAR	10.517	0.021	9.774	0.022	9.362	0.017									Taurus	2017AJ....153...46L	young							Orion_V*	V* CZ Tau	M2	2012ApJS..202....7X	9.113159072								28.93527259	6.6	5	-28.5	2003yCat.1289....0Z			28		1949ApJ...110..424J				
12473	V* DD Tau	J041831128+28162902	64.62966667	28.27472778						M3.5e+M3.5e	2003ApJ...583..334H	STAR	9.83	0.021	8.682	0.02	7.878	0.02									Taurus	2017AJ....153...46L	young	Y						TTau*	V* DD Tau	M3.5e+M3.5e	2003ApJ...583..334H	9.477576049								23.31032604	13.5	-7.93	-21.92	2008A&A...488..401R			44		1949ApJ...110..424J				
12474	V* DE Tau	J042155636+27550606	65.48179167	27.91835				M6.0	SPL	M3Ve	1977ApJ...214..747H	STAR	9.18	0.022	8.273	0.018	7.799	0.018									Taurus	2017AJ....153...46L	young							TTau*	V* DE Tau	M3Ve	1977ApJ...214..747H	8.257426828															-13		1949ApJ...110..424J				
12475	V* DF Tau	J042702801+25422231	66.76166667	25.70619722						M3Ve	1977ApJ...214..747H	STAR	8.171	0.026	7.256	0.023	6.734	0.024									Taurus	2017AJ....153...46L	young							TTau*	V* DF Tau	M3Ve	1977ApJ...214..747H	5.611602523	21.79	6.8	2007A&A...474..653V			45.89261129	14.32169604	22.99522777	6.56	12.82	-19.09	2007A&A...474..653V	5.002174374		12	3	2006AstL...32..759G				
12476	V* DG Tau	J04270469+2606163	66.76954167	26.10445278						K6Ve	1977ApJ...214..747H	STAR	8.691	0.018	7.722	0.031	6.992	0.02									Taurus	2017AJ....153...46L	young							TTau*	V* DG Tau	K6Ve	1977ApJ...214..747H									18.42959576		2.9	-18.2	2003yCat.1289....0Z									
12477	V* DH Tau	J04294155+2632582	67.423125	26.54945						M1Ve	1977ApJ...214..747H	STAR	9.767	0.021	8.824	0.026	8.178	0.026									Taurus	2017AJ....153...46L	young							TTau*	V* DH Tau	M1Ve	1977ApJ...214..747H	3.271084436								23.86503719		8.5	-22.3	2003yCat.1289....0Z			37		1949ApJ...110..424J				
12478	DK Tau A	J04304424+2601246	67.68433333	26.02335						K5Ve	2001A&A...378..116M	STAR	10.928	0.001			10.7	0.001									Taurus	2017AJ....153...46L	young							Star	DK Tau A	K5Ve	2001A&A...378..116M									64.61772203		-34.4	54.7	2013yCat.2319....0L									
12479	V* DL Tau	J043339062+25203823	68.41275	25.34395278						K7Ve	1977ApJ...214..747H	STAR	9.63	0.021	8.679	0.027	7.96	0.021									Taurus	2017AJ....153...46L	young							TTau*	V* DL Tau	K7Ve	1977ApJ...214..747H	9.24855571								22.8002193	6.9	7.3	-21.6	2003yCat.1289....0Z			16		1949ApJ...110..424J				
12480	V* DM Tau	J043348718+18100999	68.45295833	18.16944167				M4.0	SPL	M2Ve	1977ApJ...214..747H	STAR	10.442	0.022	9.757	0.021	9.522	0.02									Taurus	2017AJ....153...46L	young							TTau*	V* DM Tau	M2Ve	1977ApJ...214..747H	10.08393588								22.1882852	6.3	12.4	-18.4	2003yCat.1289....0Z			-18		1949ApJ...110..424J				
12481	V* DN Tau	J043527375+24145893	68.86404167	24.24970278				M4.0	SPL	M1:Ve	1977ApJ...214..747H	STAR	9.139	0.021	8.342	0.027	8.015	0.021									Taurus	2017AJ....153...46L	young							TTau*	V* DN Tau	M1:Ve	1977ApJ...214..747H	10.0977053								21.86892773	2.2	4	-21.5	2003yCat.1289....0Z			19		1949ApJ...110..424J				
12482	V* DO Tau	J04382858+2610494	69.61908333	26.18028889						M1Ve	1977ApJ...214..747H	STAR	9.47	0.022	8.24	0.03	7.303	0.017									Taurus	2017AJ....153...46L	young							TTau*	V* DO Tau	M1Ve	1977ApJ...214..747H									31.56707145		4.8	-31.2	2003yCat.1289....0Z			14		1949ApJ...110..424J				
12483	V* DP Tau	J04423769+2515374	70.65704167	25.26028889						M0V:e		STAR	10.995	0.021	9.689	0.017	8.76	0.016									Taurus	2017AJ....153...46L	young							TTau*	V* DP Tau	M0V:e										14.67583047		3.3	-14.3	2003yCat.1289....0Z									
12484	V* DQ Tau	J044653055+17000019	71.72104167	17.00005278						M1Ve	1977ApJ...214..747H	STAR	9.511	0.021	8.544	0.02	7.981	0.021									Taurus	2017AJ....153...46L	young							TTau*	V* DQ Tau	M1Ve	1977ApJ...214..747H	3.611915709								24.95596121	6	4.2	-24.6	2003yCat.1289....0Z					1949ApJ...110..424J				
12485	V* DR Tau	J044706209+16584281	71.77583333	16.97855833						K5Ve	1949ApJ...110..424J	STAR	8.845	0.024	7.8	0.05	6.874	0.017									Taurus	2017AJ....153...46L	young							TTau*	V* DR Tau	K5Ve	1949ApJ...110..424J	4.363232104								21.2407627	4.1	12.6	-17.1	2009yCat.1315....0Z									
12486	V* DS Tau	J044748594+29251123	71.95245833	29.41978611						K4Ve	1949ApJ...110..424J	STAR	9.465	0.018	8.6	0.03	8.036	0.029									Taurus	2017AJ....153...46L	young							TTau*	V* DS Tau	K4Ve	1949ApJ...110..424J	6.331378217								37.42565965	7.6	15.2	-34.2	2012yCat.1322....0Z			13		1949ApJ...110..424J				
12487	V* FN Tau	J041414590+28275806	63.56079167	28.46612778				M6.0	SPL	M5	2012ApJS..202....7X	VLM	9.469	0.022	8.67	0.04	8.189	0.018									Taurus	2017AJ....153...46L	young							Orion_V*	V* FN Tau	M5	2012ApJS..202....7X	16.2294582								28.52823163	6.1	9.5	-26.9	2003yCat.1289....0Z									
12488	V* FO Tau	J041449289+28123059	63.70533333	28.20849722						M3.5e+M3.5e	2003ApJ...583..334H	STAR	9.65	0.021	8.568	0.021	8.12	0.03									Taurus	2017AJ....153...46L	young	Y						Orion_V*	V* FO Tau	M3.5e+M3.5e	2003ApJ...583..334H	5.055841574								30.47704054	6.2	21.7	-21.4	2003yCat.1289....0Z									
12489	V* FP Tau	J041447309+26462644	63.69708333	26.77401111						M4Ve	1977ApJ...214..747H	STAR	9.897	0.021	9.175	0.022	8.873	0.019									Taurus	2017AJ....153...46L	young							TTau*	V* FP Tau	M4Ve	1977ApJ...214..747H	6.070255093																					
12490	V* FQ Tau	J041912811+28293310	64.803375	28.49252778						M3	2012A&A...538L...3R	STAR	10.491	0.026	9.702	0.024	9.313	0.022									Taurus	2017AJ....153...46L	young							Orion_V*	V* FQ Tau	M3	2012A&A...538L...3R	9.38424688								30.20347662	6.2	9.1	-28.8	2003yCat.1289....0Z									
12491	V* FR Tau	J041935455+28272181	64.89770833	28.45605833				M6.0	SPL	M6.0	SPL	VLM	10.954	0.021	10.374	0.022	9.971	0.018									Taurus	2017AJ....153...46L	young							Orion_V*	V* FR Tau			16.37235705								23.74973684	7.1	7.3	-22.6	2003yCat.1289....0Z	1.715399227								
12492	V* FT Tau	J042339193+24561411	65.91329167	24.93725278						C	2011A&A...529A.105G	STAR	10.192	0.026	9.123	0.027	8.596	0.021									Taurus	2017AJ....153...46L	young							Orion_V*	V* FT Tau	C	2011A&A...529A.105G	12.35661485								23.74973684	6.7	10.3	-21.4	2003yCat.1289....0Z									
12493	FU Tau A	J04233539+2503026	65.89745833	25.05057222				L1.0	SPL	M7.35	2009ApJ...691.1265L	VLM	10.781	0.026	9.945	0.027	9.324	0.024									Taurus	2009ApJ...703..399L	young							TTau*	NAME FU Tau A	M7.35	2009ApJ...691.1265L																						
12494	V* FV Tau	J042653529+26065437	66.723	26.11510278						K5	2003ApJ...583..334H	STAR	9.917	0.022	8.325	0.024	7.442	0.02									Taurus	2017AJ....153...46L	young							Orion_V*	V* FV Tau	K5	2003ApJ...583..334H	6.701442067								31.90767933	8.5	25.1	-19.7	2003yCat.1289....0Z									
12495	CoKu FV Tau c	J042654408+26065105	66.72666667	26.11418056						M3.5e+M2.5e	2003ApJ...583..334H	STAR	10.8	0.022	9.487	0.022	8.869	0.022									Taurus	2017AJ....153...46L	young	Y						TTau*	CoKu FV Tau c	M3.5e+M2.5e	2003ApJ...583..334H	6.080391876																					
12496	V* FW Tau	J04292971+2616532	67.37379167	26.28139444				M6.0	SPL	M5.5	2012A&A...538L...3R	VLM	10.34	0.022	9.675	0.022	9.388	0.018									Taurus	2017AJ....153...46L	young							Orion_V*	V* FW Tau	M5.5	2012A&A...538L...3R									17.58237754		8.3	-15.5	2012yCat.1322....0Z									
12497	V* FX Tau	J043029614+24264505	67.623375	24.44584722				M9.0	SPL	M4	2012ApJS..202....7X	STAR	9.388	0.024	8.398	0.018	7.924	0.016									Taurus	2017AJ....153...46L	young							Orion_V*	V* FX Tau	M4	2012ApJS..202....7X	8.336438405								30.74605666	6.5	4.6	-30.4	2003yCat.1289....0Z									
12498	V* FY Tau	J043230580+24195728	68.12741667	24.33257778								STAR	9.982	0.022	8.676	0.026	8.052	0.016	0.22								Taurus	2017AJ....153...46L	young							Orion_V*	V* FY Tau			18.27375303																					
12499	V* GH Tau	J043306224+24093399	68.27591667	24.15944167				M9.0	SPL	M3Ve	1977ApJ...214..747H	STAR	9.109	0.021	8.234	0.027	7.794	0.021									Taurus	2017AJ....153...46L	young							TTau*	V* GH Tau	M3Ve	1977ApJ...214..747H	5.693473794								30.24439287	9.8	-8.17	-29.12	2008A&A...488..401R									
12500	2MASS J04194657+2712552	J04194657+2712552	64.94404167	27.21533611						M7.5	2011ApJS..195....3F	VLM	17.719		14.031	0.037	11.889	0.021	4.805						VL-G	SPL	Taurus	2009ApJ...703..399L	young							YSO	2MASS J04194657+2712552	M7.5	2011ApJS..195....3F	10.5968126				243.8363165	40.23189963	243.8363165	40.23189963														
12501	V* GK Tau	J04333456+2421058	68.394	24.35141111						K7:Ve	1977ApJ...214..747H	STAR	9.053	0.027	8.108	0.026	7.468	0.021									Taurus	2017AJ....153...46L	young							TTau*	V* GK Tau	K7:Ve	1977ApJ...214..747H									8.13019065		6.9	-4.3	2008PASJ...60..209I									
12502	V* GM Aur	J045510983+30215954	73.79575	30.36653889						K3Ve	1977ApJ...214..747H	STAR	9.341	0.018	8.603	0.024	8.283	0.017									Taurus	2017AJ....153...46L	young							TTau*	V* GM Aur	K3Ve	1977ApJ...214..747H	9.851915275															24		1949ApJ...110..424J				
12503	V* GM Tau	J043821340+26091374	69.58891667	26.15381667				L2.0	SPL	M6.5	2010A&A...515A..91M	VLM	12.804	0.022	11.586	0.019	10.632	0.018	1.212						VL-G	SPL	Taurus	2017AJ....153...46L	young							Orion_V*	V* GM Tau	M6.5	2010A&A...515A..91M	2.770402475																					
12504	V* GO Tau	J044303095+25201875	70.762875	25.33854167						K5V:e		STAR	10.712	0.021	9.776	0.017	9.332	0.018									Taurus	2017AJ....153...46L	young							Orion_V*	V* GO Tau	K5V:e		6.084284431															15		1949ApJ...110..424J				
12505	V* GZ Aur A	J050003110+30010745	75.01295833	30.01873611								STAR	10.962	0.023	9.739	0.022	8.927	0.02	0.325								Taurus	2017AJ....153...46L	young	Y				V* GZ Aur B		Em*	V* GZ Aur			11.43092794								28.39894364	5.4	5.3	-27.9	2012yCat.1322....0Z	0.357049317								
12506	V* GZ Aur B	J050003110+30010745	75.01295833	30.01873611								STAR	10.962	0.023	9.739	0.022	8.927	0.02	0.315								Taurus	2017AJ....153...46L	young	Y				V* GZ Aur A		Em*	V* GZ Aur			12.02349448								28.39894364	5.4	5.3	-27.9	2012yCat.1322....0Z	0.303162353								
12507	V* V806 Tau	J043215410+24285975	68.06420833	24.48326389						M0	2012A&A...538L...3R	STAR	11.237	0.024	9.319	0.02	8.101	0.029									Taurus	2017AJ....153...46L	young							Orion_V*	V* V806 Tau	M0	2012A&A...538L...3R	8.343339426																					
12508	V* V1026 Tau	J043556841+22543602	68.98683333	22.91000556						M5		VLM	11.142	0.022	10.055	0.022	9.531	0.02									Taurus	2017AJ....153...46L	young							Orion_V*	V* V1026 Tau	M5		16.10080552																					
12509	Haro 6-32	J044104244+25575612	70.26766667	25.96558889				M7.0	SPL	M7.0	SPL	VLM	10.947	0.021	10.262	0.02	9.952	0.018	-0.005								Taurus	2007AJ....134..411M	young							TTau*	Haro 6-32			1.478431673				11.55003114	2.478225617	11.55003114	2.478225617														
12510	Haro 6-39	J045209701+30374550	73.04041667	30.62930556						M	2014ApJ...784..126E	STAR	13.254	0.021	12.117	0.018	11.187	0.018									Taurus	2014ApJ...784..126E	young							YSO	Haro 6-39	M	2014ApJ...784..126E	15.22457715																					
12511	HK Tau B	J04315056+2424180	67.96075	24.40445556						M1	2007ApJ...667..303T	STAR	10.451	0.022	9.253	0.022	8.593	0.018									Taurus	2017AJ....153...46L	young							TTau*	NAME HK Tau B	M1	2007ApJ...667..303T	8.568589828																					
12512	V* HL Tau	J04313843+1813576	67.910125	18.23251667						K5	2004ApJ...616..998W	STAR	10.624	0.042	9.171	0.046	7.41	0.017									Taurus	2017AJ....153...46L	young							TTau*	V* HL Tau	K5	2004ApJ...616..998W									23.22154172		8	-21.8	2003yCat.1289....0Z									
12513	V* HO Tau	J043520204+22321460	68.83416667	22.53738889						M0.5	2012A&A...538L...3R	STAR	11.202	0.022	10.244	0.021	9.731	0.018									Taurus	2017AJ....153...46L	young							Orion_V*	V* HO Tau	M0.5	2012A&A...538L...3R	2.946813105																					
12514	V* HP Tau	J043552777+22542311	68.969875	22.90641944						K2-5e	1994ApJ...427..961H	STAR	9.549	0.022	8.47	0.07	7.625	0.024									Taurus	2017AJ....153...46L	young							TTau*	V* HP Tau	K2-5e	1994ApJ...427..961H	9.567427654																					
12515	HV Tau AB	J043835282+26103863	69.647	26.17739722						M1Ve	1977ApJ...214..747H	STAR	9.227	0.023	8.284	0.026	7.906	0.024									Taurus	2017AJ....153...46L	young							YSO	NAME HV Tau AB	M1Ve	1977ApJ...214..747H	8.491551865																					
12516	V* IP Tau	J04245708+2711565	66.23783333	27.19890278						M0:Ve	1986AJ.....91..575H	STAR	9.781	0.021	8.893	0.017	8.349	0.018									Taurus	2017AJ....153...46L	young							TTau*	V* IP Tau	M0:Ve	1986AJ.....91..575H	6.458936431								34.83130776		7.1	-34.1	2003yCat.1289....0Z									
12517	IRAS 04108+2803A	J041353290+28112338	63.47204167	28.18982778						K0-M4	2010AJ....140.1214C	STAR	13.639	0.024	11.521	0.024	10.37	0.019									Taurus	2017AJ....153...46L	young							YSO	NAME IRAS 04108+2803A	K0-M4	2010AJ....140.1214C	14.64420458																					
12518	IRAS 04108+2803B	J041354717+28113290	63.47795833	28.19247222						K0-M3	2010AJ....140.1214C	STAR	16.48	0.12	13.38	0.04	11.063	0.021									Taurus	2017AJ....153...46L	young							YSO	NAME IRAS 04108+2803B	K0-M3	2010AJ....140.1214C	8.397253464																					
12519	IRAS 04108+2910	J041357378+29181933	63.48904167	29.30536944						M0e		STAR	11.31	0.023	10.157	0.024	9.356	0.024									Taurus	2017AJ....153...46L	young							TTau*	IRAS 04108+2910	M0e		5.252825277																					
12520	IRAS 04154+2823	J041832034+28311539	64.63345833	28.52094167						M2.5	2011ApJS..195....3F	STAR	15.19	0.05	12.369	0.022	10.274	0.017									Taurus	2017AJ....153...46L	young							YSO	IRAS 04154+2823	M2.5	2011ApJS..195....3F	4.665311214																					
12521	IRAS 04158+2805	J041858138+28122349	64.74220833	28.206525						M5.25	2012A&A...538L...3R	VLM	13.78	0.03	12.35	0.03	11.176	0.02									Taurus	2006ApJ...645..676L	young							TTau*	IRAS 04158+2805	M5.25	2012A&A...538L...3R	8.523298775																					
12522	IRAS 04173+2812	J042025834+28192375	65.107625	28.32326389						M4	2011ApJS..195....3F	STAR	15.33	0.04	13.422	0.026	11.718	0.021									Taurus	2009ApJ...703..399L	young							YSO	IRAS 04173+2812	M4	2011ApJS..195....3F	11.50180202																					
12523	IRAS 04187+1927	J042143236+19341334	65.430125	19.57037222						M0	2009ApJS..180...84W	STAR	10.185	0.022	8.725	0.024	8.021	0.018									Taurus	2017AJ....153...46L	young							YSO	IRAS 04187+1927	M0	2009ApJS..180...84W	8.616914508								15.84455743	6.8	12.9	-9.2	2003yCat.1289....0Z									
12524	IRAS F04196+2638	J042247869+26455305	65.69941667	26.76473611						M1	2006ApJ...647.1180L	STAR	11.589	0.022	10.147	0.025	9.287	0.019									Taurus	2017AJ....153...46L	young							YSO	IRAS F04196+2638	M1	2006ApJ...647.1180L	5.375843581																					
12525	IRAS 04200+2759	J042307770+28055734	65.782375	28.09926111						M2	2011ApJS..195....3F	STAR	13.179	0.021	11.6	0.024	10.413	0.018									Taurus	2017AJ....153...46L	young							YSO	IRAS 04200+2759	M2	2011ApJS..195....3F	3.848222411																					
12526	IRAS 04216+2603	J042444578+26101411	66.18570833	26.17058611						M1:Ve	1994AJ....108..251K	STAR	10.796	0.021	9.753	0.028	9.053	0.021									Taurus	2017AJ....153...46L	young							pMS*	IRAS 04216+2603	M1:Ve	1994AJ....108..251K	2.665699085																					
12527	IRAS 04248+2612	J04275730+2619183	66.98875	26.321675						M	2006ApJ...645..676L	STAR	13.23	0.05	11.79	0.05	11.03	0.04									Taurus	2006ApJ...645..676L	young							YSO	IRAS 04248+2612	M	2006ApJ...645..676L																						
12528	IRAS F04262+2654	J042921653+27012595	67.34020833	27.023875						M6IV		VLM	10.801	0.022	9.496	0.022	8.725	0.017	1.156						VL-G	SPL	Taurus	2017AJ....153...46L	young							YSO	IRAS F04262+2654	M6IV		7.296379093																					
12529	IRAS 04303+2240	J043319070+22463423	68.32945833	22.776175						M0.5	2004ApJ...616..998W	STAR	11.103	0.02	9.209	0.023	7.673	0.027									Taurus	2017AJ....153...46L	young							YSO	IRAS 04303+2240	M0.5	2004ApJ...616..998W	4.291612528																					
